Claim_topic_id,Claim_text,Evidence_text,Label
Claims_Electric_Vehicles_C2.1_53,Saudi Arabia Launches Its Own EV Brand,"[""The Ceer EV brand isn't the only thing the country's PIF has in the works, as the fund has invested heavily in Lucid, which plans to begin production of its own vehicles in the country the same year."", ""Foxconn has now revealed that in a joint venture with Saudi Arabia's Public Investment Fund (PIF) it will launch Ceer, the country's first automotive brand."", 'To make it happen, Foxconn also plans to license technology from BMW, planning a lineup that will include sedans and SUVs.', 'Foxconn plans to develop the electrical architecture for the cars, in addition to infotainment and autonomous driving tech.', ""We will leverage Foxconn's technological expertise to support Ceer's vision of creating a range of iconic electric vehicles that are built around the themes of connectivity, infotainment and autonomy, said Young Liu, chairman of Hon Hai Technology Group."", ""Foxconn plans to produce the vehicles in Saudi Arabia as well starting in 2025, so they won't be simply shipped in from elsewhere.""]",T
Claims_Electric_Vehicles_C2.1_54,Germany to spend 6.3 bln euros on push for electric car charging points,"['The German government approved a plan on Wednesday to spend 6.3 billion euros ($6.1 billion) over three years to rapidly scale up the number of charging stations for electric vehicles across the country, as part of its push towards net zero emissions.', 'We know that electromobility is ramping up rapidly, so we have to be quick.\nGermany is expecting exponential growth in the electric vehicle market and the government wants to make it more attractive for buyers to switch to such cars, Wissing said at a press conference after the cabinet approved the plan.', 'Germany is expecting exponential growth in the electric vehicle market and the government wants to make it more attractive for buyers to switch to such cars, Wissing said at a press conference after the cabinet approved the plan.\n', '""There has to be a positive experience associated with it,"" he said.', 'Germany is home to battery-electric vehicle makers including Volkswagen (VOWG_p.DE) and Tesla (TSLA.O), which has a factory on the outskirts of the capital.', 'The electric vehicle plan drew a mixed reaction from industry associations, which have long complained that the government has not kept pace with the rapid expansion of electric vehicles.']",T
Claims_Electric_Vehicles_C2.1_55,European Electric Car Sales Will Ride Out The Economic Storm Before Accelerating Again,"['The coming economic slowdown will temporarily tame the mighty European electric car sales juggernaut but growth will only slow a bit before resuming upward momentum.', 'And when demand accelerates, an army of new Chinese battery-electric vehicles will be vying for attention, so watch out European manufacturers.', 'Meanwhile, internal combustion engine (ICE) sector sales are likely to slide, but as a prelude to a death spiral hastened by European Union (EU) governments which have banned the sale of new gasoline and diesel-powered cars and SUVs by 2035.', 'Britain is an outlier, banning new ICE sales by 2030.', ""But there's a chance this might be rescinded as opposition gathers pace."", 'Before investors get too excited about the sales prospects for European electric vehicle leaders like Volkswagen and Mercedes, Chinese manufacturers are busily launching a wide range of new electric cars.']",N
Claims_Electric_Vehicles_C2.1_56,Demand for batteries higher than ever,"[' As the world shifts up a gear in its transition to electric vehicles, the demand for batteries has skyrocketed in major automotive markets in Europe and the United States.', 'Automotive and battery manufacturers face a difficult period of uncertainty in the battery supply chain, and many are turning to building their own battery gigafactories or forming joint ventures to address squeezed supply.', 'The demand is expected to grow by around 30 percent, nearing 4,500 gigawatt-hours (GWh) a year globally by 2030, and the battery value chainis expected to increase by as much as ten times between 2020 and 2030 to reach annual revenue as high as $410 billion.', 'Overall, the growth has catalyzed an unprecedented level of investment that battery manufacturers must get right to stay competitive while other industries pursue the same scarce resources.', 'This speed of scaling new technology leads to notable challenges: shortages of labor and materials, delays in the construction of gigafactories to produce batteries at scale, and competition for resources in the supply chain, among others.', 'In fact, the battery supply chain risks facing a situation similar to the current semiconductor chip shortage, where demand growth has outstripped capital investment in new supply.']",T
Claims_Electric_Vehicles_C2.1_57,Electric vehicles in salt water turn into bombs,"[' It sounds counterintuitive, but electric vehicles that have been submerged in salt water can catch fire.', ""That's proved to be a problem in Florida in the aftermath of Hurricane Ian, which flooded parts of the state last month."", 'In a letter addressed to Transportation Secretary Pete Buttigieg,Scott wrote:In addition to the damage caused by the storm itself, the saltwater flooding in several coastal areas has had further destructive consequences in the aftermath of Hurricane Ian by causing the lithium ion batteries in flooded electric vehicles (EVs) to spontaneously combust and catch fire.', 'Car fires from electric vehicles have proven to be extremely dangerous and last for a prolonged period, taking in many cases up to six hours to burn out.', 'Alarmingly, even after the car fires have been extinguished, they can reignite in an instant.', 'He noted that based on his research, much of the guidance on submerged vehicles does not address specific risks associated with exposure of EVs to salt water.']",T
Claims_Electric_Vehicles_C2.1_58,The Rolls-Royce Spectre is an exciting luxury car that has sold before it has been unveiled publicly,"[' The Spectre is the first of several EVs coming from the storied marque.', 'Meet the world\'s first ""ultra luxury electric super coupe.', 'While we haven\'t even shown Spectre publicly, we have more hard orders already than we had in total for Dawn or Cullinan,"" Martin Fritsches, president and CEO of Rolls-Royce Motor Cars America, told ABC News, referring to the company\'s convertible and SUV models.', ""The prime directive of this project was to ensure that Spectre is a Rolls-Royce first and foremost and happens to be powered as an electric car second.\nIvan Drury, director of insights at Edmunds, expects the Spectre to be an instant hit for Rolls-Royce, potentially even exceeding demand for the Cullinan SUV, the company's top-selling model."", ""Ivan Drury, director of insights at Edmunds, expects the Spectre to be an instant hit for Rolls-Royce, potentially even exceeding demand for the Cullinan SUV, the company's top-selling model."", 'Rolls-Royce operates on a different level than anyone else -- it has guaranteed sales.']",T
Claims_Electric_Vehicles_C2.1_59,Electric vehicles just 3.39% of new Australian car sales despite sharp increase,"[' New electric vehicle sales within Australia have increased by 65% in 2022 but uptake still lags far behind other countries.', 'Electric cars now represent 3.39% of all new car sales in Australia according to the latest State of Electric Vehicles report by the Electric Vehicle Council, but the figures pale against those in other nations such as the UK, where one in five new cars are electric.', 'The highest number of sales occurred in the ACT where 9.5% of all new cars sold were electric.', 'New South Wales was the next highest with EVs making up 3.7% of all sales, followed by Queensland at 3.4%.Dr Jake Whitehead, head of policy at the EV Council, said the results were positive but carmakers were still not prioritising Australia when it came to choosing where to send their new EVs.', ""We've seen instances where a new EV option has come on to the market and it's literally been sold out in a number of minutes because there's a small number of vehicles the Australian arm of the manufacturer has actually been able to secure, Whitehead said."", 'Sending more electric cars to Australia at the moment means diverting them from larger, faster-growing markets with clear rules and incentives.']",T
Claims_Electric_Vehicles_C2.1_6,"While electric cars offer fuel savings and potentially significant tax breaks, it's important to consider factors such as the source of your electricity and the environmental impact of batteries and non-local emissions before deciding if they are the right choice for you.","['Another one of the benefits of electric cars is the possibility of tax breaks.', 'Our experts are taking the time explain the benefits of electric cars so you can decide for yourself whether or not you want to take one home.1.', ""Car Experts AnswerAre electric cars really better for the environment?What you need to know about electric car maintenanceThings you should know before buying an electric car' "", 'What are the Benefits of Electric Cars?', ""Electric cars aren't for everyone but we want to help you decide if one is right for you."", 'One of the benefits of electric cars is that they run on wait for it electricity.']",T
Claims_Electric_Vehicles_C2.1_60,Miners cut CO2 emissions in half by switching to electric vehicles,"[' While you may notice more electric vehicles on the road today than ever before, the technology is now making its way to miners, the companies extracting the critical minerals needed to build EVs, ensure adequate global food supply, etc.', ""A new contract to supply battery electric vehicles to the Jansen potash project (potentially the world's largest potash mine) expects to slash carbon emissions in half compared to its peers."", 'Potash is the most commonly used potassium fertilizer, but over 70% is based on conventional underground mining that uses heavy-duty equipment to extract it.', 'Although underground mining can release half the CO2 emissions of open-pit mining, the company is taking it further by introducing several battery electric vehicles.', 'Normet Canada, the mining company behind the project, was awarded a new contract to use battery electric vehicles at the Jansen potash project, including 10 underground EV loaders and one electric tethered loader.', 'With these heavy-duty electric vehicles, BHP says the Jansen project is forecast to reduce CO2 emissions by 50% compared to the Saskatchewan potash mine.']",T
Claims_Electric_Vehicles_C2.1_61,Toyota is facing a lack of progress when it comes to their EV progress,"["" Toyota can't seem to grasp why it's being criticized for its lack of progress in fully electric vehicles."", ""The world's largest automaker stands by its position to not rush into electric vehicles despite the overwhelming demand growing in every primary market."", ""Almost every automaker has turned to a preorder system for their electric models because they can't keep up with orders."", 'According to the International Energy Agency (IEA), electric vehicle sales are on pace to hit another global record this year after almost doubling in 2021 to 6.6 million.', ""Despite this, less than two months ago, the EVP of sales at Toyota Motor North America claimed, I don't think the market is ready for electric vehicles, citing high costs and lack of infrastructure (charging).In response to that, the IEA reports:Deployment of publicly available EV charging points increased by close to 40% in 2021.New federal incentives are expected to drive this number significantly higher in 2022."", ""Meanwhile, Toyota's first attempt at a fully electric car, the bZ4X, was (to say it nicely) less than ideal as it was recalled due to the wheels falling off (they resumed sales earlier this""]",T
Claims_Electric_Vehicles_C2.1_62,Electric Vehicles Spontaneously Combust In Florida After Hurricane Ian,"['In a surprising glitch, at least nine electric vehicles suddenly caught fire in the aftermath of Hurricane Ian, Florida officials have reported.', ""It's unknown how many cars in total may have been impacted throughout areas in the state affected by Ian, which hit Florida as a Category 4 storm at the end of September."", 'The fires were apparently sparked as conductive saltwater poured over flooded cars and their charged lithium-ion batteries.', 'Saltwater can create a dangerous salt bridge between the positive and negative points of the battery, which has the potential to short-circuit and start fires.', 'Fires in electrical vehicles run extremely hot and are challenging to extinguish.', 'Six vehicles in Naples burned for hours and hours and required thousands upon thousands of gallons of water to extinguish  a far more intensive battle than one posed by a gas-powered car, a spokesperson for a local fire department told E&E News on Friday.']",T
Claims_Electric_Vehicles_C2.1_63,"Drivers in Australias outer suburbs should receive electric vehicle tax breaks, report finds ","[' Australian workers with long commutes should receive tax breaks for buying electric vehicles, according to a new report into the technology.', 'The recommendation was one of three policies proposed in a study from KPMG Australia that investigated the uptake of electric vehicles in Sydney, Melbourne and Brisbane.', 'It found a disparity between the size and age of vehicles used in urban and outer suburban areas and recommended governments introduce purchase incentives to boost adoption of electric vehicles in more areas, and accelerate carbon emission reductions.', 'Under that policy, workers are given tax exemptions based on the length of their commute if public transport is not available.', 'Other recommendations included purchase incentives for low-cost electric vehicles and lower-income households, an EV import campaign and the introduction of petrol emission standards.', 'Replacing one conventional vehicle in an outer suburb could lead to much higher emissions reductions than replacing one in an inner city.']",T
Claims_Electric_Vehicles_C2.1_64,Electric vehicles can be integrated into the power grid,"[""But less obviously, spurning carbon-spewing vehicles could help buttress the United States' ancient, creaky electrical grids."", 'Cars are no longer just modes of transportation; they are increasingly integrated into the larger energy infrastructure.', 'If your EV is sitting in your garage fully charged (cars are typically parked 95 percent of the time) and you lose power, that big battery offers an opportunity to keep the lights on.', ""And when there's a sudden spike in demand for the gridbecause everyone wants to turn on their AC during a heat wave or their heat during a deep freezeutilities could pay homeowners for their excess battery power."", ""This is known as bidirectional or vehicle-to-grid charging (aka V2G), and it's one of the legitimate game changers, says Clifford Rechtschaffen, commissioner of the California Public Utilities Commission"", ""If all the EVs in the state plug in during these peak load times and feed power back to the grid, they're acting as giant batteries.""]",T
Claims_Electric_Vehicles_C2.1_65,Mercedes-Benz CEO says EV transition will be helped by luxury drivers,"[""Mercedes-Benz CEO Ola Kallenius told CNBC's Jim Cramer that while he thinks there will be a market for vehicles with internal combustion engines for a while longer, consumers  particularly in luxury segments  will insist on purely electric cars and SUVs sooner rather than later."", ""In fact, he said, it's already starting to happen."", 'I really believe that in this decade, we will flip from being based upon high tech internal combustion engines to going dominant electric, if not all electric, in the luxury segment.', 'The company has said that it will have fully electric versions of all of its models by 2025, and that all of the new vehicle architectures it develops after that date will be electric-only.""We\'ve', 'all realized that climate change is real, the CO2 problem needs to be solved,"" Kallenius said.', ""Mercedes plans to sell its electric vehicles alongside internal-combustion models for at least several more years.\nBut Kallenius expects that most of Mercedes' affluent customers will favor the electric versions in time.\n""]",T
Claims_Electric_Vehicles_C2.1_66,Saltwater mixed with electric car batteries cause explosions and fire,"[' A small number of electric vehicles in Floridaburst into flameduring flooding caused by Hurricane Ian, and the fires are raising awareness about a previously little-knownsafety issue for the millions of Americans who have bought or are thinking of buying an EV.They are also generating political heat, with some Florida Republican lawmakers calling for more regulatory oversight for electric vehicles.', ""The storm's floodwaters also caused at least 11 electric vehicles to catch fire."", 'Americans have had more than 100 years to get used to the safetyissues gas-powered vehicles can pose.', 'Now there is a learning curve for vehicles powered by batteries, said Thomas Barth, chief of the special investigations branch of highway safety at the National Transportation Safety Board.', ""If an electric vehicle's battery is damaged by a collision or water intrusion from a flood, a short circuit can occur, which causes the cell to discharge energy and heat up.\nan electric vehicle's battery is damaged by a collision or water intrusion from a flood, a short circuit can occur, which causes the cell to discharge energy and heat up.\n"", 'In a small number of cases when an EV is submerged in water, contaminants or salt in the water can cause short-circuiting, especially after the water drains from the battery.']",T
Claims_Electric_Vehicles_C2.1_67,The Wrong Americans Are Buying Electric Cars,"['A large share of battery-powered cars are being bought by households that already own an EV, or two or three for that matter.', 'The EV early adopter has given way to the superuser or, some might say, the hoarder.', 'And despite their good intentions, these double-dippers may unwittingly be shrinking the climate benefitstheir cars can offer.', 'A, the wrong people are buying these cars, says Ashley Nunes, a Harvard economist studying this dynamic.', 'And B, the way those people are using these cars makes it very difficult for them to deliver an emissions advantage.', 'In a recent Bloomberg survey of EV drivers, 14% of respondents said they owned more than one battery-powered vehicle, and 6% of those surveyed had three or more.']",T
Claims_Electric_Vehicles_C2.1_68,electric vehicles require 40 per cent less labor,"[' According to Jim Farley, CEO of Ford, the production of electric vehicles requires about 40 per cent less manpower than the production of the same number of fossil vehicles.', 'He explained that Ford is trying to build as many of its own parts as possible for its electric vehicles in order to offset a 40 per cent reduction in the manpower needed to build such cars and trucks.', 'Ford not only wants to make business sense, but also to build more parts in-house, rather than buying them from suppliers in order to preserve jobs and workforce.', 'He explained that Ford intends to create such companies instead of acquiring them.', 'The company purchased motors and batteries for its increasingly popular Mustang Mach-E crossover.', 'Farley explained that this will no longer be the case in the future.']",T
Claims_Electric_Vehicles_C2.1_69,Cheap electric cars are coming to Australia but it won't solve the root problem,"["" If you're shopping for an electric vehicle in Australia at the moment, your options are limited."", 'Of more than 300 electric vehicle models on sale globally, only about 30 are available here.', ""What's more, waiting lists for vehicles are long and the purchase cost is still higher than many consumers are willing to pay."", ""There's good news, however: Australian motorists have been promised more choice soon."", ""Transport is Australia's third-largest  and fastest growing  source of greenhouse gas emissions."", ""Most of Australia's vehicle fleet uses polluting fossil fuels.""]",N
Claims_Electric_Vehicles_C2.1_7,"Despite the fact that electric vehicles produce fewer emissions than traditional internal-combustion vehicles, the ongoing trend towards larger vehicles, such as SUVs and pickup trucks, is negatively impacting both road safety and the environment.","[""There's no question that electric vehicles tend to produce fewer emissions across their life cycle than the internal-combustion vehicles most people drive today, but when we face such a unique opportunity to rethink the foundations of our transport system, should we stop there?The trend toward larger vehicles has had bad consequences for both road safety and the environment."", 'Transportation accounts for 27% of US emissions, more than any other sector, and even though there have been increases in fuel efficiency and EV ownership in recent years, the rise of the SUV has virtually negated their benefits.', ""As the shift to EVs accelerates and commodity prices increase, there's good reason to promote smaller cars that cost less, require smaller batteries, are better suited for the trips most people take, and pose less of a threat to pedestrians."", 'Even though there have been increases in fuel efficiency and electric-vehicle ownership in recent years, the rise of the SUV has virtually negated their benefits.', 'The batteries in increasingly massive electric trucks and SUVs must be much larger than those needed to propel small cars or even e-bikes, which are not the focus of American policymakers or industry players.', ""That's a particular problem with EVs, especially electric SUVs and trucks, because the large batteries they require tend to make them even heavier than a conventional vehicle.""]",N
Claims_Electric_Vehicles_C2.1_70,The Chinese are taking over South America for electric vechicle production,"[""Chinese automaker BYD Co Ltd will start selling two new electric vehicle models in Brazil this month, betting on favorable political and environmental developments in Latin America's largest vehicle market, the company said."", 'I believe now is the right time politically and environmentally for us to invest in building these new technologies in Brazil, BYD Americas President Stella Li said in an interview during the launch of the two SUV models on Wednesday.', 'They will be imported until new factories to make them in the northeastern state of Bahia start operations.', 'But it will be a very challenging process and we need a government that has an open mind for technology to grow here, Li added.', 'President-elect Luiz Inacio Lula da Silva, who takes office on Jan. 1, has promised to overhaul Brazil\'s environmental policies, and his program for the election he won in October calls for industries focused on a ""green economy"" and the need to modernize the auto industry with hybrid.', 'The Bahia government said BYD would build electric bus and truck chassis, as well as electric cars and hybrids at three plants with an investment of 3 billion reais ($550 million), and also process Brazilian lithium for vehicle batteries for export to China.']",T
Claims_Electric_Vehicles_C2.1_71,Myanmar is encouraging electric vehicle usage,"['Myanmar imposed zero tariffs on electric vehicle imports, the state-run media cited the Ministry of Planning and Finance.', 'However, Myanmar takes a BIG step to encourage EV usage in the country.', 'According to the Ministry, the customs tariffs on Battery Electric Vehicles (BEVs) imported under Completely Built-Up, Completely Knocked Down and Semi-Knocked Down was to be reduced to zero until March 31, 2023, Xinhua news agency reported.', 'The zero-tariff granted BEVs included road tractors, passenger vehicles, trucks, three-wheeler vehicles, electric motorcycles, electric bicycles, ambulances, prison vans, and hearses, it added.', 'The accessories and spare parts for BEVs, approved by the Ministry of Electric Power and the Ministry of Industry, were also to be granted zero-tariff treatment, the statement said.', 'More foreign EV companies were coming and introducing their brands to the Myanmar market, as the country was encouraging the use of electric vehicles, according to the media report.']",T
Claims_Electric_Vehicles_C2.1_72,$2 million Rimac Nevera claims top speed record for electric cars at 256 mph,"['The 1,914 horsepower Croatian supercar has claimed the top speed record for electric production cars at 256 mph, or 412 kph.', ""Miro Zrn_evi_, Rimac's chief test and development driver, was behind the wheel for the attempt, which was verified by onboard equipment, but was not done under official sanction by Guinness Records or another record-keeping authority."", 'The two-seat hypercars features an active suspension and adjustable rear wing that were set into a streamlined top speed, V-MAX mode for the run.', 'Simply achieving that alone in a road car is incredibly complex, but in Nevera we have created a car that can travel long distances on a single charge, can tackle tight and twisting race tracks and can drift as well as break straight-line speed records, both for acceleration and V-MAX.The two-seat car features four electric motors.', nan, nan]",T
Claims_Electric_Vehicles_C2.1_73,Toyota will eventually bring electric vehicles into India,"['Vikram Kirloskar, the vice chairman of Toyota Kirloskar Motor, said on Friday that the automaker will bring electric vehicles into India in future, but at the moment it is focusing on hybrid vehicles keeping in mind the objective of meeting holistic carbon reduction.', ""Speaking to news agency PTI, Kirloskar said I think the country's objective is to reduce carbon (emission)."", ""You have to look at it holistically and (on a) scientific basis and that's what we are doing."", ""This was in response to Toyota's strategy of focussing on hybrid vehicles at a time when electric vehicles have started gaining traction in the country."", 'Kirloskar also said that considering the low level of energy sources in India, electric vehicles do not necessarily serve the purpose of reducing carbon emissions.', ""Citing a study conducted by Nature which measured the end-to-end emission on the basis of the source of power in the country, Kirloskar said, The only place where as per that (study) the electric car has lower carbon emission than a pure ICE (internal combustion engine) is in the North East where it's hydropower.""]",T
Claims_Electric_Vehicles_C2.1_74,Building an electric car produces the same amount of carbon as burning petrol for 2.5 years,"['So, applying that estimate to a 100kWh Tesla model S car battery  (most electric car batteries are muchsmallerthan this) would release the equivalent of about 7,300 kg of CO2', ""This 7,300 kg of CO2 is about the same amount released by burning 3,050 litres of petrol, or about two-and-a-half year's worth for Irish drivers, an estimate derived from 2022 figures"", 'So, if we were to account for just the battery alone, we might say: a petrol-powered car has a lower initial environmental cost than a battery-powered vehicle, but due to fuel emissions, this breaks even sometime after two years, and thereafter causes more damage to the environment.', ""They don't take into account the considerable amounts of emissions released in drilling, refining and transporting fuel such as petrol before it is put into a car."", 'Nor do they consider other differences in how electric cars and fuel-powered cars are built.', 'Nor do they take into account the carbon cost of the energy used to power electric cars taken from the electrical grid.']",N
Claims_Electric_Vehicles_C2.1_75,Electric planes have potential to revolutionize air travel,"['He wants to focus on an area that the push for electrification has barely touched so far: flight.', 'The best way to do that, he says, is by electrifying airplanes.', ""And like other next-generation battery concepts, Cuberg's cells will be more expensive than commonplace lithium-ion cells, at least at first."", 'But where Wang differs is in his idea for the best way to overcome that barrier and bring his technology to the mainstream.', 'Cuberg is betting on what are known as lithium metal batteries to do the job.', ""Instead of using graphite for the battery's anode, as most conventional lithium-ion batteries do, Cuberg's batteries use solid lithium, which Wang says results in much higher performance: 70% more energy per unit of weight and volume compared to the best lithium-ion batteries available today, which means electric planes could go a lot farther, and be a lot more useful.""]",T
Claims_Electric_Vehicles_C2.1_76,"Volvo has build a seven seat SUV, and it's all electric","[""Volvo EX90Volvo has revealed the brand's latest electric vehicle - a seven-seater, all-electric SUV."", 'The Volvo EX90 was revealed earlier this month and will be built in the USA starting next year and later also in China.', 'The Volvo EX90 is described as a stylish family car with modern proportions, combined with cutting-edge technology in core computing, connectivity and electrification to optimise safety, efficiency and aesthetics.', ""It's fully electric with a range of up to 600 kilometres on a single charge, designed to further raise our safety standards, the first Volvo car to be truly defined by its software and part of a wider ecosystem, connecting to your home and your other devices."", 'The Volvo EX90 is the start of something new for Volvo Cars in many ways.', 'Volvo has confirmed that the standard of safety in the Volvo EX90 is also higher than any Volvo car before it.']",T
Claims_Electric_Vehicles_C2.1_77,Electric vehicles are less reliable than other types of car,"[' A new survey by Consumer Reports finds hybrid cars have the highest reliability.', 'The results for electric vehicles was much worse.', 'Interestingly, the issues with EVs do not generally involve the drivetrains themselves; rather, the electronic aids on board.', ""The top two spots in the CU Brand Reliability Rankings haven't changed from last yearin fact, have widened the their lead."", 'The cutting-edge electronic aids on board are a big part of the problem.', 'Jake Fisher, senior director of auto testing at CU, told Autoweek, EVs in general are not very reliable.']",T
Claims_Electric_Vehicles_C2.1_78,The Use Of Lithium-Ion Batteries Is A key Trend In The Electric Vehicle (EV) Batteries Market,"[' The companies operating in electric vehicle (EV) batteries market are adopting lithium-ion batteries because of their advantages such as high energy density in the rechargeable-battery market, making them easier and faster to charge and long-lasting.', 'These batteries also need low maintenance and have no memory effect, which causes batteries to underperform after repeated partial discharge and charge cycles.', 'Lithium-ion batteries are ideal for electric vehicles due to their high performance and long shelf life.', 'The global electric vehicle (EV) batteries market size market grew from $23.74 billion in 2021 to $25.43 billion in 2022 at a compound annual growth rate (CAGR) of 7.1%.', 'EV batteries need rare earth metals such as lithium, cobalt, and nickel, which are not readily available.', 'The metals have to be mined and processed to be used in EV batteries.']",T
Claims_Electric_Vehicles_C2.1_79,Tires made for regular petrol cars don't work as well on electric cars.,"[""Usually these are special versions of a brand's normal tire, tweaked to provide lower rolling resistance."", 'These tires are designed specifically for EVs, which are heavier, more powerful, and quieter than cars powered by internal combustion engines.', 'If you replace the tires on an electric vehicle with standard ones made for any ordinary car, you will see a big drop in range.', 'In particular, they offer lower rolling resistance than normal tires, which means they create less friction when rolling over the ground.', 'Tire rubber can have all sorts of characteristics; some compounds create more grip, some wear less over time, and some are better on wet surfaces.', 'Independent testing has shown these EV-specific tires require 10 fewer feet to brake from 50 miles per hour than standard OEM tires.']",T
Claims_Electric_Vehicles_C2.1_8,"Foxconn, a Taiwanese company known for building Apple's iPhones, recently unveiled two new electric vehicles, including the Model B city car, a smaller version of Model C, which was designed by Italian firm Pininfarina, at an event in Taipei.","[""Foxconn, the Taiwanese company best known for building Apple's iPhones, recently showed off two new electric vehicles at an event in Taipei as the company expanded on its plans to do for cars what it's already done for phones."", ""Pininfarina also designed one of Foxconn's other electric vehicle prototypes, the Model E sedan, which was unveiled last year."", "" MarketsFear & Greed IndexLatest Market NewsFoxconn, the Taiwanese company best known for building Apple's iPhones, recently showed off two new electric vehicles at an event in Taipei as the company expanded on its plans to do for cars what it's already done for phones."", ""The cars it unveiled are intended to show off Foxconn's development and manufacturing capabilities."", ""The newly revealed Model B city car, shown at the Taipei event, is essentially a smaller version of the Model C. The Model B was designed by Pininfarina of Italy, the firm best known for designing Ferrari models for decades but which also works with other EV companies like Vietnam's VinFast."", ""The company, officially Hon Hai Technology Group but better known as Foxconn, hopes to build 5% of the world's electric cars by 2025, chairman Liu Young-way said at the event, according to Reuters.""]",T
Claims_Electric_Vehicles_C2.1_80,Biodiesel in question as electric  vehicles grow in popularity,"[""However, some South Dakotans are growing concerned about ethanol's future considering the rising popularity of electric vehicles."", ""The state's electric vehicle (EV) fast charging plan was just approved by the Biden Administration."", ""General Motors announced it would phase out gas-powered vehicles by 2035.Former South Dakota Sen. Tom Daschle, the co-founder of a bipartisan political strategy group, spearheaded legislation to create the nation's ethanol industry."", 'That means younger farmers need to be prepared for the economy of the future.  ', ""Doug Sombke, president of the South Dakota Farmers Union said he's concerned about the stability of the state's ethanol market."", ""Congress passed the law requiring a certain volume of ethanol to be mixed into the nation's fuel supply.""]",T
Claims_Electric_Vehicles_C2.1_81,Electric vehicles are starting to go mainstream in the United States ,"['Battery-powered cars now make up the fastest-growing segment of the auto market', ""But electric vehicles' share of new vehicle sales almost doubled in the first nine months of the year, to 5.6% from 2.9% in the same period in 2021, according to Cox."", 'Electric vehicles are now becoming popular in places other than where they took off, including California, where 39% of all U.S. electric vehicles were registered as of June, according to data from the Department of Energy.', 'Registrations outside California jumped 50% in 2021, compared with a 32% increase in the state.', 'The first wave of people who bought electric cars tended to be affluent, environmentally aware technology enthusiasts who lived in California.', 'Electric vehicles are starting to go mainstream in the United States after making earlier inroads into the mass markets in China and Europe.']",T
Claims_Electric_Vehicles_C2.1_82,Rwanda's electric vehicle push has a faltering start,"[""A key part of the plan is to cut greenhouse gas emissions and reduce the nation's dependence on imported fossil fuels, which account for 40% of the country's foreign exchange expenditure."", 'Electric cars, their spare parts, batteries and charging station equipment have been exempted from VAT, import and excise duties.', 'Meanwhile, electric vehicles can be charged at a heavily subsidised electricity tariff.', ""First proposed in around 2019, but held-up by the Covid pandemic, the incentives came into effect in April 2021.Germany's Volkswagen was one of the first beneficiaries of the government strategy."", 'However, three years later, only 20 of the cars are on the road and they have been removed from the ride-hailing service.', 'The unevenness in road infrastructure and the height of speed-bumps turned out to be too challenging for the e-Golf, which has a relatively low ground clearance, says Allan Kweli, head of operations at Volkswagen Mobility Solutions Rwanda.']",T
Claims_Electric_Vehicles_C2.1_83,Hyundai Ioniq 5 EV now ready for India,"['The Hyundai Ioniq 5 is already on sale in many western countries and is the foundation on which the company is balancing its all-electric push in a fast-changing personal mobility space.', ' Hyundai Motor India on Tuesday announced that its much-awaited Ioniq 5 is set for its India launch and that bookings for the electric vehicle (EV) will open from December 20 onwards.', 'Based on the e-GMP or Electric Global Modular Platform architecture, the Ioniq 5 is offered with two battery packs in most markets where available.', 'There are 58 kWh and 72.6 kWh battery packs in both RWD or AWD configurations.', 'With the smaller 58 kWh battery pack, the Ioniq 5 claims to go around 385 kms while with the 72.6 kWh battery pack, it can go for around 480 kms.', 'The battery pack can be charged from 0 to 80 per cent in 18 minutes while using a 350 kW DC fast charger.']",N
Claims_Electric_Vehicles_C2.1_84,Electric vehicles are less reliable because of newer technologies,"[' Electric vehicles are among the least reliable cars and trucks in the automotive industry today, according to Consumer Reports rankings released Tuesday.', 'When compared with hybrid and gas-powered cars and trucks, electric vehicles powered entirely by batteries were the worst-performing segment, aside from traditional full-size pickup trucks, according to Consumer Reports.', 'Reliability issues with electric vehicles were expected, since most automakers, with the exception of early EV leader Tesla, launched fully electric models in recent years, said Jake Fisher, senior director of auto testing at Consumer Reports.', 'Since electric car buyers tend to be tech-loving early adopters, automakers also pack the models with a host of other features, which could also lead to problems.', 'The automakers are using EVs as a technological testbed for whatever new technology they want to try out, Fisher told CNBC.', ""By having all this new technology, there's a lot of potential problems with them.""]",T
Claims_Electric_Vehicles_C2.1_85,"If Congress approves a spending bill, electric vehicles may become more affordable due to provisions such as up to $7,500 in federal tax credits for EV buyers and the removal of a cap limiting tax credits to 200,000 vehicles per manufacturer.","['Details: In the current version of the bill, EV buyers can earn up to $7,500 in federal tax credits on North American-built vehicles, but only if the battery minerals are mined in the U.S., or in a trade partner country, and the battery is largely built in North America.', '(That means cars like the popular Mexico-built Ford Mustang Mach-E would qualify.)The bill would also remove a cap limiting tax credits to 200,000 vehicles per manufacturer, which would have put early leaders like Tesla, GM and Nissan at a disadvantage.', 'Illustration: Gabriella Turrisi/AxiosElectric vehicles could become a lot more affordable if Congress approves a spending bill that features sweeping climate provisions, among other components.', ""There's also money in the bill to encourage U.S. manufacturing of EV batteries, components and minerals, in line with the Biden administration's efforts to build a domestic EV supply chain."", ""EVs' up-front costs are still too high for many buyers, despite their lower long-term cost of ownership."", ""Some climate activists worry that tying tax credits to a domestic supply chain that doesn't yet exist could actually limit their effectiveness, reports E&E News.""]",T
