Evidence_topic_id,Article_topic_id,Evidence_text
Evidence_Electric_Vehicles_C2.1_2,Electric_vehicles_8149,"2027Table 86: Asia-Pacific Recent Past, Current & Future Analysisfor Plug-in Hybrid Electric Vehicles (PHEV) by Powertrain -Series Hybrid, Parallel Hybrid and Combined Hybrid -Independent Analysis of Annual Sales in US$ Million for theYears 2020 through 2027 and %"
Evidence_Electric_Vehicles_C2.1_3,Electric_vehicles_8149,"2027Table 80: Rest of Europe Recent Past, Current & Future Analysisfor Plug-in Hybrid Electric Vehicles (PHEV) by Powertrain -Series Hybrid, Parallel Hybrid and Combined Hybrid -Independent Analysis of Annual Sales in US$ Million for theYears 2020 through 2027 and % CAGRTable 81: Rest of Europe Historic Review for Plug-in HybridElectric Vehicles (PHEV) by Powertrain - Series Hybrid,Parallel Hybrid and Combined Hybrid Markets - IndependentAnalysis of Annual Sales in US$ Million for Years 2012 through2019 and % CAGRTable 82: Rest of Europe 15-Year Perspective for Plug-in HybridElectric Vehicles (PHEV) by Powertrain - Percentage Breakdownof Value Sales for Series Hybrid, Parallel Hybrid and CombinedHybrid for the Years 2012, 2021 & 2027ASIA-PACIFICPlug-in Hybrid Electric Vehicles (PHEV)"
Evidence_Electric_Vehicles_C2.1_4,Electric_vehicles_8149,"GLOBAL MARKET PERSPECTIVETable 1: World Recent Past, Current & Future Analysis forPlug-in Hybrid Electric Vehicles (PHEV) by Geographic Region -USA, Canada, Japan, China, Europe, Asia-Pacific and Rest ofWorld Markets - Independent Analysis of Annual Sales in US$Million for Years 2020 through 2027 and % CAGRTable 2: World Historic Review for Plug-in Hybrid ElectricVehicles (PHEV) by Geographic Region - USA, Canada, Japan,China, Europe, Asia-Pacific and Rest of World Markets -Independent"
Evidence_Electric_Vehicles_C2.1_5,Electric_vehicles_8149,"CAGRTable 93: Rest of World Historic Review for Plug-in HybridElectric Vehicles (PHEV) by Powertrain - Series Hybrid,Parallel Hybrid and Combined Hybrid Markets - IndependentAnalysis of Annual Sales in US$ Million for Years 2012 through2019 and % CAGRTable 94: Rest of World 15-Year Perspective for Plug-in HybridElectric Vehicles (PHEV) by Powertrain - Percentage Breakdownof Value Sales for Series Hybrid, Parallel Hybrid and CombinedHybrid for the Years 2012, 2021 & 2027IV."
Evidence_Electric_Vehicles_C2.1_6,Electric_vehicles_8149,"CAGRTable 87: Asia-Pacific Historic Review for Plug-in HybridElectric Vehicles (PHEV) by Powertrain - Series Hybrid,Parallel Hybrid and Combined Hybrid Markets - IndependentAnalysis of Annual Sales in US$ Million for Years 2012 through2019 and % CAGRTable 88: Asia-Pacific 15-Year Perspective for Plug-in HybridElectric Vehicles (PHEV) by Powertrain - Percentage Breakdownof Value Sales for Series Hybrid, Parallel Hybrid and CombinedHybrid for the Years 2012, 2021 & 2027REST OF WORLDTable 89: Rest of World Recent Past, Current & Future Analysisfor Plug-in Hybrid Electric Vehicles (PHEV)"
Evidence_Electric_Vehicles_C2.1_7,Electric_vehicles_8150,"Uchida declined to say whether Nissan is considering an increase to a previously announced plan to invest 2 trillion yen ($13.6 billion) in electric vehicles by 2026.On a separate track from its discussions with Nissan, Renault has also been talking to Geely Automobile Holdings (0175.HK) about the Chinese automaker taking a stake in its internal combustion-engine unit, people familiar with those talks have said."
Evidence_Electric_Vehicles_C2.1_8,Electric_vehicles_8150,"People with knowledge of the talks have said the two sides have been discussing a reduction in Renault's stake, potentially to 15%, and the terms under which that could happen."
Evidence_Electric_Vehicles_C2.1_9,Electric_vehicles_8150,"The partnership, which began with a 1999 investment from Renault and was long overseen by former executive-turned-fugitive Carlos Ghosn, was critical to turning around the Japanese automaker."
Evidence_Electric_Vehicles_C2.1_10,Electric_vehicles_8150,"But Nissan executives have over the years bristled over the unequal ownership structure, with Renault owning 43% of Nissan and the Japanese automaker holding only a 15% non-voting stake in Renault."
Evidence_Electric_Vehicles_C2.1_11,Electric_vehicles_8150,"The companies also said last month that Nissan is considering investing in Renault's new electric vehicle unit, code-named ""Ampere"" and which will be split off from its internal combustion engine business, code-named ""Horse""."
Evidence_Electric_Vehicles_C2.1_12,Electric_vehicles_8150,"All rights reservedTOKYO, Nov 4 (Reuters) - Nissan Motor Co's (7201.T) talks with Renault SA (RENA.PA) on revamping their alliance are focused on strengthening competitiveness as equal partners and getting the most from their investment in electric cars, the Japanese automaker's CEO told Reuters."
Evidence_Electric_Vehicles_C2.1_13,Electric_vehicles_8151,"Due to the unprecedented global microchip shortage, there has been an impact on production at the Windsor and Brampton assembly plants over the last two years, said LouAnn Gosselin, a spokesperson for Stellantis Canada, which makes vehicles like the Chrysler Pacifica and Dodge Charger."
Evidence_Electric_Vehicles_C2.1_14,Electric_vehicles_8151,Canadians across the country are facing lengthy wait times for new vehicles as an ongoing supply chain crunch and shortage of computer chips hinders carmakers from making enough to meet demand.
Evidence_Electric_Vehicles_C2.1_15,Electric_vehicles_8151,"The situation has relegated automakers to the back seat of the microchip supply chain, resulting in long delays for the small parts."
Evidence_Electric_Vehicles_C2.1_16,Electric_vehicles_8151,"But in cases where the chip is embedded in a part of the vehicle that can't be easily accessed or upgraded after assembly, a missing microchip can stop production."
Evidence_Electric_Vehicles_C2.1_17,Electric_vehicles_8151,"It's nearly all related to a shortage of parts  mostly microchips, but other parts as well."
Evidence_Electric_Vehicles_C2.1_18,Electric_vehicles_8151,"Chipmakers were busy producing more profitable, cutting-edge microchips for devices like computers, cellphones, televisions and even household appliances."
Evidence_Electric_Vehicles_C2.1_19,Electric_vehicles_8152,"But the seemingly flawless solution does beg the question: just how green electric cars truly are?Arno Sillat, AMTEL executive manager, said that an electric vehicle sports a considerable environmental footprint  much bigger than an ICE vehicle."
Evidence_Electric_Vehicles_C2.1_20,Electric_vehicles_8152,"However, unlike cars that sport internal combustion engines, once they are off the conveyor line, electric cars no longer produce pollution, equalising their initially considerable footprint."
Evidence_Electric_Vehicles_C2.1_21,Electric_vehicles_8152,"If we say that an ICE vehicle weighs this much, we can basically add the weight of batteries to that in terms of EVs  let's say 500 kilograms."
Evidence_Electric_Vehicles_C2.1_22,Electric_vehicles_8152,Another problem with wider use of electric cars is the need for a reliable recharging infrastructure.
Evidence_Electric_Vehicles_C2.1_23,Electric_vehicles_8152,The Ministry of the Environment has a campaign planned to promote the use of electric cars.
Evidence_Electric_Vehicles_C2.1_24,Electric_vehicles_8152,"More and more electric cars appear on the roads in Estonia, most of them Nissan, Mitsibishi and Audi."
Evidence_Electric_Vehicles_C2.1_25,Electric_vehicles_8153,"(Florida already has a law on the books requiring some gas stations along evacuation routes to have an alternative power source for their pumps.)While meeting the power demands of EVs during grid disruptions will require more planning and infrastructure, the experience of the Fergusons and others in Florida after Ian demonstrates the potential benefits of electrifying the US fleet."
Evidence_Electric_Vehicles_C2.1_26,Electric_vehicles_8153,The Fergusons' set-up was more rudimentary than the Lightning's design allows  Ford's top-of-the-line in-home charger will automatically start powering an entire house if the truck is plugged in during a blackout  
Evidence_Electric_Vehicles_C2.1_27,Electric_vehicles_8153,"The Fergusons, who have been in Florida since 2013 and lived through Hurricane Irma, weren't thinking of natural disasters when they ordered their Lightning in May of last year."
Evidence_Electric_Vehicles_C2.1_28,Electric_vehicles_8153,"While Ford has made two-way charging and the ability to power a home if need bea routine selling point in TV ads for the Lightning, evidence suggests that most EV buyers are like the Fergusons: Disaster preparedness hardly factors in their thinking."
Evidence_Electric_Vehicles_C2.1_29,Electric_vehicles_8153,"'More stories like this are available on bloomberg.comBloombergThe morning after Hurricane Ian knocked out power at Westley and Sarah Ferguson's home in Haines City, Florida, a suburb southwest of Orlando, Westley ran two extension cords into their house from the outlets on the couple's Ford F-150 Lightning."
Evidence_Electric_Vehicles_C2.1_30,Electric_vehicles_8153,Subsequent research has shown the possibility of cascading grid failures in Florida as many EV evacuees try to recharge simultaneously.
Evidence_Electric_Vehicles_C2.1_31,Electric_vehicles_8154,Another one of the benefits of electric cars is the possibility of tax breaks.
Evidence_Electric_Vehicles_C2.1_32,Electric_vehicles_8154,Our experts are taking the time explain the benefits of electric cars so you can decide for yourself whether or not you want to take one home.1.
Evidence_Electric_Vehicles_C2.1_33,Electric_vehicles_8154,Car Experts AnswerAre electric cars really better for the environment?What you need to know about electric car maintenanceThings you should know before buying an electric car' 
Evidence_Electric_Vehicles_C2.1_34,Electric_vehicles_8154,What are the Benefits of Electric Cars?
Evidence_Electric_Vehicles_C2.1_35,Electric_vehicles_8154,Electric cars aren't for everyone but we want to help you decide if one is right for you.
Evidence_Electric_Vehicles_C2.1_36,Electric_vehicles_8154,One of the benefits of electric cars is that they run on wait for it electricity.
Evidence_Electric_Vehicles_C2.1_37,Electric_vehicles_8155,"There's no question that electric vehicles tend to produce fewer emissions across their life cycle than the internal-combustion vehicles most people drive today, but when we face such a unique opportunity to rethink the foundations of our transport system, should we stop there?The trend toward larger vehicles has had bad consequences for both road safety and the environment."
Evidence_Electric_Vehicles_C2.1_38,Electric_vehicles_8155,"Transportation accounts for 27% of US emissions, more than any other sector, and even though there have been increases in fuel efficiency and EV ownership in recent years, the rise of the SUV has virtually negated their benefits."
Evidence_Electric_Vehicles_C2.1_39,Electric_vehicles_8155,"As the shift to EVs accelerates and commodity prices increase, there's good reason to promote smaller cars that cost less, require smaller batteries, are better suited for the trips most people take, and pose less of a threat to pedestrians."
Evidence_Electric_Vehicles_C2.1_40,Electric_vehicles_8155,"Even though there have been increases in fuel efficiency and electric-vehicle ownership in recent years, the rise of the SUV has virtually negated their benefits."
Evidence_Electric_Vehicles_C2.1_41,Electric_vehicles_8155,"The batteries in increasingly massive electric trucks and SUVs must be much larger than those needed to propel small cars or even e-bikes, which are not the focus of American policymakers or industry players."
Evidence_Electric_Vehicles_C2.1_42,Electric_vehicles_8155,"That's a particular problem with EVs, especially electric SUVs and trucks, because the large batteries they require tend to make them even heavier than a conventional vehicle."
Evidence_Electric_Vehicles_C2.1_43,Electric_vehicles_8156,"Foxconn, the Taiwanese company best known for building Apple's iPhones, recently showed off two new electric vehicles at an event in Taipei as the company expanded on its plans to do for cars what it's already done for phones."
Evidence_Electric_Vehicles_C2.1_44,Electric_vehicles_8156,"Pininfarina also designed one of Foxconn's other electric vehicle prototypes, the Model E sedan, which was unveiled last year."
Evidence_Electric_Vehicles_C2.1_45,Electric_vehicles_8156," MarketsFear & Greed IndexLatest Market NewsFoxconn, the Taiwanese company best known for building Apple's iPhones, recently showed off two new electric vehicles at an event in Taipei as the company expanded on its plans to do for cars what it's already done for phones."
Evidence_Electric_Vehicles_C2.1_46,Electric_vehicles_8156,The cars it unveiled are intended to show off Foxconn's development and manufacturing capabilities.
Evidence_Electric_Vehicles_C2.1_47,Electric_vehicles_8156,"The newly revealed Model B city car, shown at the Taipei event, is essentially a smaller version of the Model C. The Model B was designed by Pininfarina of Italy, the firm best known for designing Ferrari models for decades but which also works with other EV companies like Vietnam's VinFast."
Evidence_Electric_Vehicles_C2.1_48,Electric_vehicles_8156,"The company, officially Hon Hai Technology Group but better known as Foxconn, hopes to build 5% of the world's electric cars by 2025, chairman Liu Young-way said at the event, according to Reuters."
Evidence_Electric_Vehicles_C2.1_49,Electric_vehicles_8157,"In the post on the Swedish government's website, the announcement begins by stating (translated from Swedish):The cost of owning and driving a climate bonus car is starting to be comparable to the cost of owning and driving a petrol or diesel car."
Evidence_Electric_Vehicles_C2.1_50,Electric_vehicles_8157,"In the case of Sweden, according to the government's announcement, climate bonus cars today make up around half of new car sales of passenger cars and are available in most price ranges."
Evidence_Electric_Vehicles_C2.1_51,Electric_vehicles_8157,This means that anyone who buys or orders a climate bonus car after November 8th 2022 will not receive a climate bonus.
Evidence_Electric_Vehicles_C2.1_52,Electric_vehicles_8157,"Until now, Swedes have been able to access a similar discount as Americans when buying electric vehicles, roughly $7,000 for fully electric vehicles, with less money awarded to hybrid and natural gas vehicles."
Evidence_Electric_Vehicles_C2.1_53,Electric_vehicles_8157,"The Swedish government has decided to abruptly end EV incentives, as they argue that the vehicles have reached price parity with gas and diesel alternatives."
Evidence_Electric_Vehicles_C2.1_54,Electric_vehicles_8157,"It remains unclear how the demand for electric vehicles in Sweden will be affected, but many anticipate the consistent growth of the EV market in Scandinavia to continue to grow."
Evidence_Electric_Vehicles_C2.1_55,Electric_vehicles_8158,"Image:Unsplash/Robert Linder.chakra .wef-1vg6q84{font-weight:700;}Writer, Formative ContentShare:Stay up to date:Listen to the article.chakra .wef-10kdnp0{margin-top:16px;margin-bottom:16px;line-height:1.388;}How is the World Economic Forum helping to scale vehicle electrification?License and RepublishingWorld Economic Forum articles may be republished in accordance with the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International Public License, and in accordance with our Terms of Use."
Evidence_Electric_Vehicles_C2.1_56,Electric_vehicles_8158," Electric vehicle sales are increasing, but the transition to cleaner transport may not be happening fast enough to meet climate targets."
Evidence_Electric_Vehicles_C2.1_57,Electric_vehicles_8158,The views expressed in this article are those of the author alone and not the World Economic Forum.
Evidence_Electric_Vehicles_C2.1_58,Electric_vehicles_8158,"Michelle FaverioNovember 1, 2022Andreas Nienhaus and Steffen RillingOctober 14, 2022Katie FehrenbacherOctober 10, 2022Andrew  J. Seltzer and Jonathan  WadsworthOctober 3, 2022Andrea  Marpillero-ColominaSeptember 30, 2022Florian Wissuwa and Christian F.  DurachSeptember 29, 2022Privacy Policy & Terms of Service 2022 World Economic ForumElectric vehicle sales are increasing, but the transition to cleaner transport may not be happening fast enough to meet climate targets."
Evidence_Electric_Vehicles_C2.1_59,Electric_vehicles_8158,"Michelle FaverioNovember 1, 2022Andreas Nienhaus and Steffen RillingOctober 14, 2022Katie FehrenbacherOctober 10, 2022Andrew  J. Seltzer and Jonathan  WadsworthOctober 3, 2022Andrea  Marpillero-ColominaSeptember 30, 2022Florian Wissuwa and Christian F.  DurachSeptember 29, 2022Privacy Policy & Terms of Service 2022 World Economic Forum' "
Evidence_Electric_Vehicles_C2.1_60,Electric_vehicles_8158,Related topics:Share:A weekly update of the most important issues driving the global agenda.chakra .wef-facbof{display:inline;}@media screen and (min-width:56.5rem){.chakra .wef-facbof{display:block;}}You can unsubscribe at any time using the link in our emails.
Evidence_Electric_Vehicles_C2.1_61,Electric_vehicles_8159,"""Morgan Stanley says this Tesla-supplying global battery material stock could soar by 81%Top Tesla analyst keeps his underperform rating on the stock, says bulls' key argument is wrongThis Chinese electric carmaker's stock could rally by more than 260%, Citi saysBritishvolt is looking to build a gigafactory in the county of Northumberland, northeast England."
Evidence_Electric_Vehicles_C2.1_62,Electric_vehicles_8159,"Britishvolt, which attracted attention due to its bullish plans, had previously said its plant would have the capacity to produce more than 300,000 EV battery packs each year."
Evidence_Electric_Vehicles_C2.1_63,Electric_vehicles_8159,"In January of this year, it said the first phase of the gigafactory would begin production in the fourth quarter of 2023 or the start of 2024.The U.K. is looking to increase the number of electric vehicles on its road in the years ahead."
Evidence_Electric_Vehicles_C2.1_64,Electric_vehicles_8159," LONDON  U.K.-based electric vehicle battery firm Britishvolt said Wednesday it had secured short-term funding, a move that will enable it to stave off administration for the time being."
Evidence_Electric_Vehicles_C2.1_65,Electric_vehicles_8159,"LONDON  U.K.-based electric vehicle battery firm Britishvolt said Wednesday it had secured short-term funding, a move that will enable it to stave off administration for the time being."
Evidence_Electric_Vehicles_C2.1_66,Electric_vehicles_8159,So-called gigafactories are facilities that produce batteries for electric vehicles on a large scale.
Evidence_Electric_Vehicles_C2.1_67,Electric_vehicles_8160,"By September 2019, Amazon committed to buying over 100,000 EDVs from Rivian as part of The Climate Pledge, slated to roll out between 2021 and 2024.The e-commerce giant began making deliveries in the electric vans in Los Angeles in February 2021, confirming at the time the EDVs would make their way to 15 additional cities."
Evidence_Electric_Vehicles_C2.1_68,Electric_vehicles_8160,"According to Amazon's latest update, the Rivian EDV rollout is progressing as planned, with over 1,000 fully electric delivery vans debuting in more than 100 US cities this holiday season."
Evidence_Electric_Vehicles_C2.1_69,Electric_vehicles_8160,"Madan adds Amazon has already delivered over 5 million packages in its Rivian EDVs as it marches towards its goal of deploying 100,000 electric vans by 2030.Amazon drivers are liking the electric delivery vans so far, with favorite features including the following:Julieta Dennis, an Amazon Delivery Service Partner, says:We started making deliveries with the electric vehicles from Rivian in August, and my team has had nothing but good things to say about the vans."
Evidence_Electric_Vehicles_C2.1_70,Electric_vehicles_8160,"Amazon initially invested $700 million in Rivian in 2019 and later introduced its first electric delivery van, designed and built with the EV startup."
Evidence_Electric_Vehicles_C2.1_71,Electric_vehicles_8160,I love seeing the world's largest retailer Amazon rolling out Rivians EDVs for the holiday season to cut back on emissions.
Evidence_Electric_Vehicles_C2.1_72,Electric_vehicles_8160,"Udit Madan, VP of Amazon Transportation, explains the significance of adding EDVs to their fleet for the holiday season, stating:We're always excited for the holiday season, but making deliveries to customers across the country with our new zero-emission vehicles for the first time makes this year unique."
Evidence_Electric_Vehicles_C2.1_73,Electric_vehicles_8161,"This set of panels only cost $8,000 to install and will save over $2,000 a year in electricity costs, so he expects breakeven in less than 4 years and a greater than 20 year life on the setup (the inverter will probably have to be replaced after 10 or 15 years, though)."
Evidence_Electric_Vehicles_C2.1_74,Electric_vehicles_8161,"Solar has been available there for about 6 years, but he wasn't willing to install it until the companies had a bit of a track record."
Evidence_Electric_Vehicles_C2.1_75,Electric_vehicles_8161,"Now, it looks like the combination of low-cost solar and wind (in combination with great hydroelectric resources) will allow them to dramatically lower the cost of electricity from about 20 cents a kWh to 10 cents/kWh or even lower over the next decade or so."
Evidence_Electric_Vehicles_C2.1_76,Electric_vehicles_8161,"In 2015, I started reading CleanTechnica and took an interest in solar, mainly because it was a threat to my oil and gas investments."
Evidence_Electric_Vehicles_C2.1_77,Electric_vehicles_8161,"This is a poor picture of the solar panels on my wife's brother's home, but you can see them if you look closely."
Evidence_Electric_Vehicles_C2.1_78,Electric_vehicles_8161,"When you install solar, you have to put a sign on the meter warning them it produces power, so the workers know to be careful during any maintenance and repairs."
Evidence_Electric_Vehicles_C2.1_79,Electric_vehicles_8162,"Honda says its self-driving EVs will be available for general use around 2030.Yeah, Honda's self-driving EVs and supporting tech sound intriguing (the look, not so much), but will it actually find its way into general use?I've seen a lot of promises made for next-generation self-driving technology that have yet to see the light of day."
Evidence_Electric_Vehicles_C2.1_80,Electric_vehicles_8162,"Furthermore, Honda says its communication tech enables its AI electric cars to have a humanlike understanding of words and gestures, to think and make proposals on its own."
Evidence_Electric_Vehicles_C2.1_81,Electric_vehicles_8162,"The automaker's self-driving electric cars feature innovative technology, according to Honda, including:With map-less driving, the micro EV can recognize its surroundings through information detected by cameras navigating its way to its destination without relying on maps."
Evidence_Electric_Vehicles_C2.1_82,Electric_vehicles_8162,Will we see Honda's self-driving EVs roaming around?
Evidence_Electric_Vehicles_C2.1_83,Electric_vehicles_8162,"Despite falling behind in the race to introduce fully electric vehicles, Honda has made several announcements lately to accelerate the transition."
Evidence_Electric_Vehicles_C2.1_84,Electric_vehicles_8162," The new Honda CI Micro-Mobility self-driving EVs are set to hit the streets, combining Artificial (AI) and Cooperative (CI) technologies."
Evidence_Electric_Vehicles_C2.1_85,Electric_vehicles_8163,"These solutions will be built on GM's Ultium battery technology and utilize integrated energy management that will include bidirectional charging, vehicle-to-home and vehicle-to-grid solutions, as well as stationary storage, solar products, software applications, cloud management tools, microgrid solutions, hydrogen fuel cells, and more."
Evidence_Electric_Vehicles_C2.1_86,Electric_vehicles_8163,"The company has just announced a new business unit called GM Energy, which will offer everything from commercial battery and energy management solutions to individual home and multiunit solutions."
Evidence_Electric_Vehicles_C2.1_87,Electric_vehicles_8163,"Even large companies like General Motors, which is already heavily invested in the EV and electrification space, are working to tackle the charging equity question."
Evidence_Electric_Vehicles_C2.1_88,Electric_vehicles_8163,Upgrading them to handle the charge required to power EVs is a costly endeavor.
Evidence_Electric_Vehicles_C2.1_89,Electric_vehicles_8163,"To solve this, ev.energy recently launched a first-of-its-kind smart charging cable and app, which allows multifamily unit occupants to manage their own individual power usage and get credits or incentives for charging in off-peak hours."
Evidence_Electric_Vehicles_C2.1_90,Electric_vehicles_8163,"The EBCE uses the buying power of ratepayers to procure clean energy for customers, and it's working on a project to install fast charging in municipal lotsnot just along highway corridors."
Evidence_Electric_Vehicles_C2.1_91,Electric_vehicles_8164,"""This is India's EV revolution, a messy and at times chaotic push that has grown organically over the last decade in the Delhi area and several northern Indian states, which have seen the rapid proliferation of largely unregulated e-rickshaws, some of which are now available to buy for less than $1,500.It's a homegrown, people-driven model for a green mobility shift that relies heavily on two-"
Evidence_Electric_Vehicles_C2.1_92,Electric_vehicles_8164,"She said it's those economicadvantages that attract all of thedrivers she knows to EVs, and there are unintended consequences that have come with the rapid growth in e-rickshaws in Delhi: more competition."
Evidence_Electric_Vehicles_C2.1_93,Electric_vehicles_8164,"A lot depends not only on how India manages its transition to electric vehicles, but also on how the country tackles its more polluting sectors  such as agriculture and power-generation  which produce far higher emissions than transportation."
Evidence_Electric_Vehicles_C2.1_94,Electric_vehicles_8164,"""India's government also sees the value in low-cost electric vehicles, embracing them as part of its wider strategy to reduce carbon emissions."
Evidence_Electric_Vehicles_C2.1_95,Electric_vehicles_8164,"""Suman isone of many drivers clogging the streets of India's capital region who see the e-rickshaw as an opportunity to earn more money and be their own boss, while environmental groups and the Indian government view the steep rise in low-cost electric vehicles as a key tool in the country's fight to reduce carbon emissions."
Evidence_Electric_Vehicles_C2.1_96,Electric_vehicles_8164,"and three-wheeled electric vehicles one that many experts say could serve as a template for other developing countries that are trying, like India, to fight climate change and crippling air pollution."
Evidence_Electric_Vehicles_C2.1_97,Electric_vehicles_8165,"Biden hasvowed to boost U.S. production of lithium and other critical minerals,and thesweeping climate and health-care law passed in Augustincludes several provisions to boost electric vehicles, including tax credits for EV buyers worth up to $7,500.Energy Secretary Jennifer Granholm,who announced the grant competition in May, called the funding announcement huge news that would expand made-in-America battery manufacturing for EVs and the electric grid."
Evidence_Electric_Vehicles_C2.1_98,Electric_vehicles_8165,"EXPLAINER: How electric vehicles and other transportation innovations could slow global warming, according to IPCCThe LMC Automotive consulting firm expects EVs to represent 5.6 percent of U.S. sales this year, rising to 13.5 percent by 2025 and 36.4 percent in 2030.Even as Granholm and other officials tout success in boosting the U.S. EV industry, automakers are warning thatthe vast majority of EV purchases won't qualify for the full $7,500 tax credit."
Evidence_Electric_Vehicles_C2.1_99,Electric_vehicles_8165,This new incentive helps pay for your next electric vehicle.
Evidence_Electric_Vehicles_C2.1_100,Electric_vehicles_8165,"Companies selected for the grants will be required to match the federal investment to leverage a total of more than $9 billion to boost American production of clean energy technology, create good-paying jobs and support Biden's goal for electric vehicles to make up half of all new vehicle sales by 2030, the White House said."
Evidence_Electric_Vehicles_C2.1_101,Electric_vehicles_8165,Electric vehicle sales are expected to rise dramatically between now and 2030 in the U.S. and globally.
Evidence_Electric_Vehicles_C2.1_102,Electric_vehicles_8165,The Biden administration on Wednesday awarded $2.8 billion in grants to build and expand domestic manufacturing of batteries for electric vehicles in 12 states.
Evidence_Electric_Vehicles_C2.1_103,Electric_vehicles_8166,"Australia is already the world's largest exporter of lithium and an October report from the government suggested exports could rise by more than 180 per cent in fiscal 2023.Along with ample nickel, cobalt, manganese, vanadium, zinc and copper, the country has been labelled in some quarters a potential battery superpower."
Evidence_Electric_Vehicles_C2.1_104,Electric_vehicles_8166,Australia is in an enviable position as one of the few countries in the world producing some of the key raw materials required for EV batteries.
Evidence_Electric_Vehicles_C2.1_105,Electric_vehicles_8166,"In China, the EV sector looms as a crucial plank for the country's pledge to achieve carbon neutrality by 2060.According to ANZ Research, EV charging stations loom as a significant opportunity, with EV sales hitting 3.5 million in 2021 and expected to exceed 5 million in calendar 2022."
Evidence_Electric_Vehicles_C2.1_106,Electric_vehicles_8166,Electric vehicles (EVs) in particular present significant opportunities for growth as big automakers around the globe make moves indicating their growing interest.
Evidence_Electric_Vehicles_C2.1_107,Electric_vehicles_8166,"The plant  the first of its kind in south-east Asia  will benefit from Indonesia's status as holding the world's largest reserve of nickel, a critical component of EV tech."
Evidence_Electric_Vehicles_C2.1_108,Electric_vehicles_8166,China wants 20 per cent of all new cars sold to be electric by 2025.
Evidence_Electric_Vehicles_C2.1_109,Electric_vehicles_8167,"The luxury automaker plans to build at least six fully electric BMW models in the United States by 2030.BMW would not set a date to end production of gas-powered vehicles, it said, raising concerns about new U.S. EV tax credit requirements aimed at preventing the use of Chinese battery components and minerals. 1/6 An employee works at the BMW manufacturing plant in Greer, South Carolina, U.S., October 19, 2022.   "
Evidence_Electric_Vehicles_C2.1_110,Electric_vehicles_8167,"All rights reservedSPARTANBURG, South Carolina Oct 19 (Reuters) - BMW AG (BMWG.DE) said on Wednesday it will invest $1.7 billion to build electric vehicles in the United States, the latest announcement from a major automaker about plans to ramp up U.S. EV production."
Evidence_Electric_Vehicles_C2.1_111,Electric_vehicles_8167," SPARTANBURG, South Carolina Oct 19 (Reuters) - BMW AG (BMWG.DE) said on Wednesday it will invest $1.7 billion to build electric vehicles in the United States, the latest announcement from a major automaker about plans to ramp up U.S. EV production."
Evidence_Electric_Vehicles_C2.1_112,Electric_vehicles_8167,"SPARTANBURG, South Carolina Oct 19 (Reuters) - BMW AG (BMWG.DE) said on Wednesday it will invest $1.7 billion to build electric vehicles in the United States, the latest announcement from a major automaker about plans to ramp up U.S. EV production."
Evidence_Electric_Vehicles_C2.1_113,Electric_vehicles_8167,"BMW said its new battery format will increase energy density by more than 20%, improve charging speed and boost range by up to 30%.BMW Group had already announced that four additional battery cell factories will be built in Europe and China to meet its needs."
Evidence_Electric_Vehicles_C2.1_114,Electric_vehicles_8167,BMW also said Chinese renewable energy group Envision's Automotive Energy Supply Corporation (AESC) will build a new battery cell plant in South Carolina with an annual capacity of up to 30 GWh to supply the automaker.
Evidence_Electric_Vehicles_C2.1_115,Electric_vehicles_8168,"To support widespread electric vehicle use, GSA has estimated that the federal government may need over 100,000 charging portsthe unit that provides power to the vehiclein part, because GSA expects agencies to need one charging port for every two electric vehicles acquiredalthough the exact number required would depend on details of vehicle use and access to public-charging infrastructure."
Evidence_Electric_Vehicles_C2.1_116,Electric_vehicles_8168,"To support widespread electric vehicle use, the federal government may also need over 100,000 charging ports."
Evidence_Electric_Vehicles_C2.1_117,Electric_vehicles_8168,"However, access to electric-vehicle-charging infrastructure is generally limited at federal facilities, and widespread fleet electrification will require a significant investment."
Evidence_Electric_Vehicles_C2.1_118,Electric_vehicles_8168,"As of March 2022, federal agencies owned and operated over 4,000 charging portsbased out of about 1,050 charging locationsin less than 500 cities."
Evidence_Electric_Vehicles_C2.1_119,Electric_vehicles_8168,"As of August 2022, federal agencies owned and operated only about 4,000 charging ports."
Evidence_Electric_Vehicles_C2.1_120,Electric_vehicles_8168,"To understand the status of electric vehicle charging infrastructure available to federal agencies, we analyzed data from DOE on federally owned charging stations across the continental United States."
Evidence_Electric_Vehicles_C2.1_121,Electric_vehicles_8169,"Which direction are you headed and if you think you'll be a long-time holdout, why?Automakers call for more flexibility while parts suppliers say that such a move would negate the act's benefits."
Evidence_Electric_Vehicles_C2.1_122,Electric_vehicles_8169,"Shares fell as low as $6.50-apiece on Monday, down 97 percent from August 2021.BMW-branded cars, motorcycles, and Mini models sold since October 1 get the new warranty."
Evidence_Electric_Vehicles_C2.1_123,Electric_vehicles_8169,Some Aussie Ford dealers were concerned about their future after the company split its ICE and EV business.
Evidence_Electric_Vehicles_C2.1_124,Electric_vehicles_8169,"Thankfully, there are a number of low-cost options like the Chevrolet Bolt EUV, the Nissan Leaf, and the Mini Cooper SE that offer a bit of a price break."
Evidence_Electric_Vehicles_C2.1_125,Electric_vehicles_8169,"Every currently produced vehicle mentioned above costs $50,000 or more brand new."
