Claim_topic_id,Claim_text
Claims_Covid_C2.2_181,CDC Recommends Novavax COVID-19 Vaccine for Adolescents
Claims_Covid_C2.2_182,President Joe Biden tests positive for Covid-19 again
Claims_Covid_C2.2_183,"Dr. Fauci: A new, more dangerous Covid variant could emerge this winter"
Claims_Covid_C2.2_184,US government to end free at-home Covid test program this week
Claims_Covid_C2.2_185,Biden tests positive for Covid-19 and is experiencing mild symptoms
Claims_Covid_C2.2_186,China approves world¡¯s first inhaled Covid vaccine for emergency use
Claims_Covid_C2.2_187,First lady Dr. Jill Biden tests positive for Covid-19
Claims_Covid_C2.2_188,CDC Recommends Novavax¡¯s COVID-19 Vaccine for Adults
Claims_Covid_C2.2_189,"Less than 4% of eligible people have gotten updated Covid booster shots, one month into the rollout"
Claims_Covid_C2.2_190,Chinese metropolis of Chengdu locks down 21 million residents
Claims_Covid_C2.2_191,White House says Covid-19 policy unchanged despite Biden¡¯s comments that the ¡®pandemic is over¡¯
Claims_Covid_C2.2_192,CDC Recommends Additional Boosters for Certain Individuals
Claims_Covid_C2.2_193,World reaches ¡®tragic milestone¡¯ of one million COVID-19 deaths so far in 2022
Claims_Covid_C2.2_194,"COVID raises risk of long-term brain injury, large U.S. study finds"
Claims_Covid_C2.2_195,Long Covid Will Cause loss of smell and taste
Claims_Covid_C2.2_196,"Australia¡¯s tough flu season could spell trouble for the US this winter, especially with Covid-19 in the mix"
Claims_Covid_C2.2_197,Medicare Covers Over-the-Counter COVID-19 Tests
Claims_Covid_C2.2_198,"Google employees frustrated after office Covid outbreaks, some call to modify vaccine policy"
Claims_Covid_C2.2_199,A wave of anti-vaccine legislation is sweeping the United States
Claims_Covid_C2.2_200,Anthony Fauci wants to put Covid¡¯s politicization behind him
