Annotation_id,Claim_topic_id,Evidence_topic_id,Claim_text,Label,Evidence Label,Evidence_text,Article_topic_id,Reason
C_2.1,Claims_Electric_Vehicles_C2.1_23,Evidence_Electric_Vehicles_C2.1_134,"Efforts are underway in Michigan to expand access to electric vehicle charging infrastructure to underserved and low-income communities, with projects such as the installation of battery energy storage systems and DC Fast Chargers in remote rural areas, aiming to create a more inclusive mobility ecosystem and address energy grid demand concerns.",N,,"READ MORE: Biden's order to increase mining to power electric vehicles raises contamination concernsA truly inclusive mobility ecosystem needs to be built as a resource for everyone, not just those in high-income or regularly traveled areas, and our state has made a conscious effort to ensure lower-income and underserved communities have the same mobility opportunities that other regions do, Michigan's Chief Mobility Officer Trevor Pawl told the NewsHour, With EV mobility solutions available, we can better support residents as they move around to live, work and play while still enabling a world that is greener and more sustainable.",Electric_vehicles_8171,
C_2.1,Claims_Electric_Vehicles_C2.1_23,Evidence_Electric_Vehicles_C2.1_135,"Efforts are underway in Michigan to expand access to electric vehicle charging infrastructure to underserved and low-income communities, with projects such as the installation of battery energy storage systems and DC Fast Chargers in remote rural areas, aiming to create a more inclusive mobility ecosystem and address energy grid demand concerns.",N,,Pawl said that Volta and DTE Energy have partnered to design a program that will improve equitable access to EV charging infrastructure in Michigan by targeting locations  including lower-income and environmental justice-impacted communities  that have not seen as much investment by EV charging network operators to date as higher-income regions.,Electric_vehicles_8171,
C_2.1,Claims_Electric_Vehicles_C2.1_23,Evidence_Electric_Vehicles_C2.1_136,"Efforts are underway in Michigan to expand access to electric vehicle charging infrastructure to underserved and low-income communities, with projects such as the installation of battery energy storage systems and DC Fast Chargers in remote rural areas, aiming to create a more inclusive mobility ecosystem and address energy grid demand concerns.",N,,"Michigan's state government is intentionally and strategically using state EV-related programs and support to ensure that mobility solutions are implemented throughout the entire state, specifically targeting areas that have been overlooked in the past or are lagging behind the development of neighboring regions.",Electric_vehicles_8171,
C_2.1,Claims_Electric_Vehicles_C2.1_23,Evidence_Electric_Vehicles_C2.1_137,"Efforts are underway in Michigan to expand access to electric vehicle charging infrastructure to underserved and low-income communities, with projects such as the installation of battery energy storage systems and DC Fast Chargers in remote rural areas, aiming to create a more inclusive mobility ecosystem and address energy grid demand concerns.",N,,"Over a dozen states grapple with adopting California's electric vehicle mandateIt has to be in Detroit because  of  diversity, equity and inclusion, Johnson said.",Electric_vehicles_8171,
C_2.1,Claims_Electric_Vehicles_C2.1_23,Evidence_Electric_Vehicles_C2.1_138,"Efforts are underway in Michigan to expand access to electric vehicle charging infrastructure to underserved and low-income communities, with projects such as the installation of battery energy storage systems and DC Fast Chargers in remote rural areas, aiming to create a more inclusive mobility ecosystem and address energy grid demand concerns.",N,,Biden also remarked that Michigan is one of the first 35 states to receive funding to build electric charging infrastructure throughout the state.,Electric_vehicles_8171,
C_2.1,Claims_Electric_Vehicles_C2.1_24,Evidence_Electric_Vehicles_C2.1_139,"Amazon plans to double the number of its micro-mobility hubs by 2025 as part of its goal to achieve net-zero carbon emissions by 2040, and expects to deliver more packages via e-cargo bikes and on foot.",T,,It is part of Amazon's goal to produce net-zero carbon emissions by 2040.Amazon said it also expects to deliver more packages via e-cargo bikes and on foot using centrally-located delivery stations it is calling micro-mobility hubs.,Electric_vehicles_8172,It is part of Amazon's goal to produce net-zero carbon emissions by 2040.Amazon said it also expects to deliver more packages via e-cargo bikes and on foot using centrally-located delivery stations it is calling micro-mobility hubs.
C_2.1,Claims_Electric_Vehicles_C2.1_24,Evidence_Electric_Vehicles_C2.1_140,"Amazon plans to double the number of its micro-mobility hubs by 2025 as part of its goal to achieve net-zero carbon emissions by 2040, and expects to deliver more packages via e-cargo bikes and on foot.",T,,"Amazon expects to double the number of those hubs by the end of 2025.Amazon                              (AMZN) said the investment will help drive innovation across the industry and encourage more public charging infrastructure, which will enable the broader transportation industry to more quickly reduce emissions.",Electric_vehicles_8172,
C_2.1,Claims_Electric_Vehicles_C2.1_24,Evidence_Electric_Vehicles_C2.1_141,"Amazon plans to double the number of its micro-mobility hubs by 2025 as part of its goal to achieve net-zero carbon emissions by 2040, and expects to deliver more packages via e-cargo bikes and on foot.",T,,"In Europe's traditionally dense cities, the hubs enable Amazon to operate new delivery methods  to bring packages to customers more sustainably, said the company's statement.",Electric_vehicles_8172,
C_2.1,Claims_Electric_Vehicles_C2.1_24,Evidence_Electric_Vehicles_C2.1_142,"Amazon plans to double the number of its micro-mobility hubs by 2025 as part of its goal to achieve net-zero carbon emissions by 2040, and expects to deliver more packages via e-cargo bikes and on foot.",T,,"Our transportation network is one of the most challenging areas of our business to decarbonize, and to achieve net-zero carbon will require a substantial and sustained investment, said Amazon CEO Andy Jassy.",Electric_vehicles_8172,
C_2.1,Claims_Electric_Vehicles_C2.1_24,Evidence_Electric_Vehicles_C2.1_143,"Amazon plans to double the number of its micro-mobility hubs by 2025 as part of its goal to achieve net-zero carbon emissions by 2040, and expects to deliver more packages via e-cargo bikes and on foot.",T,,"The investment would increase the company's fleet to at least 10,000 electric delivery vans by 2025, up from the 3,000 it already operates, and more than 1,500 long-haul electric trucks.",Electric_vehicles_8172,
C_2.1,Claims_Electric_Vehicles_C2.1_24,Evidence_Electric_Vehicles_C2.1_144,"Amazon plans to double the number of its micro-mobility hubs by 2025 as part of its goal to achieve net-zero carbon emissions by 2040, and expects to deliver more packages via e-cargo bikes and on foot.",T,,"Deploying thousands of electric vans, long-haul trucks and bikes will help us shift further away from traditional fossil fuels.",Electric_vehicles_8172,
C_2.1,Claims_Electric_Vehicles_C2.1_25,Evidence_Electric_Vehicles_C2.1_145,"Earlier this year, Foxconn took over the operation of a plant in Youngstown, Ohio, from Lordstown Motors, and has plans to produce the Lordstown Endurance all-electric pickup as well as vehicles for Fisker, while also intending to source components from BMW, although specific components have not been mentioned.",N,,"However, the company did not mention just what components its plans to source from BMW.Earlier this year Foxconn took over the Youngstown, Ohio, plant from Lordstown Motors, signing an agreement to operate the plant, and plans to produce the Lordstown Endurance all-electric pickup there in addition to EVs for Fisker at a later date.",Electric_vehicles_8173,"However, the company did not mention just what components its plans to source from BMW.Earlier this year Foxconn took over the Youngstown, Ohio, plant from Lordstown Motors, signing an agreement to operate the plant, and plans to produce the Lordstown Endurance all-electric pickup there in addition to EVs for Fisker at a later date."
C_2.1,Claims_Electric_Vehicles_C2.1_25,Evidence_Electric_Vehicles_C2.1_146,"Earlier this year, Foxconn took over the operation of a plant in Youngstown, Ohio, from Lordstown Motors, and has plans to produce the Lordstown Endurance all-electric pickup as well as vehicles for Fisker, while also intending to source components from BMW, although specific components have not been mentioned.",N,,"Foxconn will provide the industrial backing for the country's first EV startup.iPhone maker Foxconn recently cemented its status as an EV maker with the launch of its Foxtron platform, which it intends to offer other brands.",Electric_vehicles_8173,
C_2.1,Claims_Electric_Vehicles_C2.1_25,Evidence_Electric_Vehicles_C2.1_147,"Earlier this year, Foxconn took over the operation of a plant in Youngstown, Ohio, from Lordstown Motors, and has plans to produce the Lordstown Endurance all-electric pickup as well as vehicles for Fisker, while also intending to source components from BMW, although specific components have not been mentioned.",N,,"Foxconn plans to develop the electrical architecture for the cars, in addition to infotainment and autonomous driving tech.",Electric_vehicles_8173,
C_2.1,Claims_Electric_Vehicles_C2.1_25,Evidence_Electric_Vehicles_C2.1_148,"Earlier this year, Foxconn took over the operation of a plant in Youngstown, Ohio, from Lordstown Motors, and has plans to produce the Lordstown Endurance all-electric pickup as well as vehicles for Fisker, while also intending to source components from BMW, although specific components have not been mentioned.",N,,"""We will leverage Foxconn's technological expertise to support Ceer's vision of creating a range of iconic electric vehicles that are built around the themes of connectivity, infotainment and autonomy,"" said Young Liu, chairman of Hon Hai Technology Group.",Electric_vehicles_8173,
C_2.1,Claims_Electric_Vehicles_C2.1_25,Evidence_Electric_Vehicles_C2.1_149,"Earlier this year, Foxconn took over the operation of a plant in Youngstown, Ohio, from Lordstown Motors, and has plans to produce the Lordstown Endurance all-electric pickup as well as vehicles for Fisker, while also intending to source components from BMW, although specific components have not been mentioned.",N,,"To make it happen, Foxconn also plans to license technology from BMW, planning a lineup that will include sedans and SUVs.",Electric_vehicles_8173,
C_2.1,Claims_Electric_Vehicles_C2.1_25,Evidence_Electric_Vehicles_C2.1_150,"Earlier this year, Foxconn took over the operation of a plant in Youngstown, Ohio, from Lordstown Motors, and has plans to produce the Lordstown Endurance all-electric pickup as well as vehicles for Fisker, while also intending to source components from BMW, although specific components have not been mentioned.",N,,"The plans are all part of the country's ambitious Vision 2030 agenda, one of the aims of which is to diversify Saudi Arabia's economy, shifting it away from oil production.iPhone maker Foxconn recently cemented its status as an EV maker with the launch of its Foxtron platform, which it intends to offer other brands.",Electric_vehicles_8173,
C_2.1,Claims_Electric_Vehicles_C2.1_26,Evidence_Electric_Vehicles_C2.1_151,Can businesses receive a double tax break for purchasing electric vehicles for both personal and commercial use?,N,,"But a second tax break  the ""credit for qualified commercial clean vehicles,"" for businesses that buy an electric vehicle for commercial purposes  doesn't carry those requirements.",Electric_vehicles_8174,"But a second tax break  the ""credit for qualified commercial clean vehicles,"" for businesses that buy an electric vehicle for commercial purposes  doesn't carry those requirements."
C_2.1,Claims_Electric_Vehicles_C2.1_26,Evidence_Electric_Vehicles_C2.1_152,Can businesses receive a double tax break for purchasing electric vehicles for both personal and commercial use?,N,,"The tax break is available to business owners who buy an electric vehicle or electric ""mobile machinery,"" including for construction, manufacturing, processing, farming, mining, drilling or timbering.",Electric_vehicles_8174,
C_2.1,Claims_Electric_Vehicles_C2.1_26,Evidence_Electric_Vehicles_C2.1_153,Can businesses receive a double tax break for purchasing electric vehicles for both personal and commercial use?,N,," Business owners will be able to avail themselves of a new tax credit for electric vehicles starting next year  and it should be easier to get than a similar tax break for consumer households buying ""new clean"" passenger cars, according to tax and auto experts.",Electric_vehicles_8174,
C_2.1,Claims_Electric_Vehicles_C2.1_26,Evidence_Electric_Vehicles_C2.1_154,Can businesses receive a double tax break for purchasing electric vehicles for both personal and commercial use?,N,,"Business owners will be able to avail themselves of a new tax credit for electric vehicles starting next year  and it should be easier to get than a similar tax break for consumer households buying ""new clean"" passenger cars, according to tax and auto experts.",Electric_vehicles_8174,
C_2.1,Claims_Electric_Vehicles_C2.1_26,Evidence_Electric_Vehicles_C2.1_155,Can businesses receive a double tax break for purchasing electric vehicles for both personal and commercial use?,N,,"That means business owners and the vehicles they buy may qualify for the tax break more easily, experts said.",Electric_vehicles_8174,
C_2.1,Claims_Electric_Vehicles_C2.1_26,Evidence_Electric_Vehicles_C2.1_156,Can businesses receive a double tax break for purchasing electric vehicles for both personal and commercial use?,N,,"One caveat: Tax-exempt entities can still get a financial benefit in the form of a direct check from government, said Steven Schmoll, a director at KPMG.In addition, business owners can't double dip by getting a tax break on the consumer side (tax code section 30D) and on the commercial end (code section 45W).One key difference between the commercial and consumer tax credits for new clean vehicles is the absence of manufacturing and other requirements for the commercial credit.",Electric_vehicles_8174,
C_2.1,Claims_Electric_Vehicles_C2.1_27,Evidence_Electric_Vehicles_C2.1_157,"The launch of the premium electric SUV, Polestar 3, is anticipated to dominate the market while studies indicate that switching to bicycles or trains for one car trip can significantly reduce emissions, and despite economic challenges, European electric car sales are expected to surge after a temporary slowdown.",N,,"Polestar 3 Launch: The Premium Electric SUV To Rule Them All?Motorists Switching To Bicycle Or Train For One Car Trip Make Big Reduction In Emissions, Say StudiesEuropean Electric Car Sales Will Ride Out The Economic Storm Before Accelerating AgainPorsche Delays Electric Macan SUV Until 2024China EV Leader BYD Enters India's Passenger Car Market As Part Of Global PushFor More Sustainability Coverage, Click Here.",Electric_vehicles_8175,"Polestar 3 Launch: The Premium Electric SUV To Rule Them All?Motorists Switching To Bicycle Or Train For One Car Trip Make Big Reduction In Emissions, Say StudiesEuropean Electric Car Sales Will Ride Out The Economic Storm Before Accelerating AgainPorsche Delays Electric Macan SUV Until 2024China EV Leader BYD Enters India's Passenger Car Market As Part Of Global PushFor More Sustainability Coverage, Click Here."
C_2.1,Claims_Electric_Vehicles_C2.1_27,Evidence_Electric_Vehicles_C2.1_158,"The launch of the premium electric SUV, Polestar 3, is anticipated to dominate the market while studies indicate that switching to bicycles or trains for one car trip can significantly reduce emissions, and despite economic challenges, European electric car sales are expected to surge after a temporary slowdown.",N,,"Polestar 3 Launch: The Premium Electric SUV To Rule Them All?Motorists Switching To Bicycle Or Train For One Car Trip Make Big Reduction In Emissions, Say StudiesEuropean Electric Car Sales Will Ride Out The Economic Storm Before Accelerating AgainPorsche Delays Electric Macan SUV Until 2024China EV Leader BYD Enters India's Passenger Car Market As Part Of Global PushFor More Sustainability Coverage, Click Here."" ",Electric_vehicles_8175,
C_2.1,Claims_Electric_Vehicles_C2.1_27,Evidence_Electric_Vehicles_C2.1_159,"The launch of the premium electric SUV, Polestar 3, is anticipated to dominate the market while studies indicate that switching to bicycles or trains for one car trip can significantly reduce emissions, and despite economic challenges, European electric car sales are expected to surge after a temporary slowdown.",N,,Forbes contributor Jim Gorzelany says this tends to dominate concerns in consumer surveys and offers a few pointers on EV batteries:1.,Electric_vehicles_8175,
C_2.1,Claims_Electric_Vehicles_C2.1_27,Evidence_Electric_Vehicles_C2.1_160,"The launch of the premium electric SUV, Polestar 3, is anticipated to dominate the market while studies indicate that switching to bicycles or trains for one car trip can significantly reduce emissions, and despite economic challenges, European electric car sales are expected to surge after a temporary slowdown.",N,,"Unlike a gas-powered car, you'll save energy on stop-and-go trips around town compared to the highway.2.",Electric_vehicles_8175,
C_2.1,Claims_Electric_Vehicles_C2.1_27,Evidence_Electric_Vehicles_C2.1_161,"The launch of the premium electric SUV, Polestar 3, is anticipated to dominate the market while studies indicate that switching to bicycles or trains for one car trip can significantly reduce emissions, and despite economic challenges, European electric car sales are expected to surge after a temporary slowdown.",N,,Read more about EV batteries here.,Electric_vehicles_8175,
C_2.1,Claims_Electric_Vehicles_C2.1_27,Evidence_Electric_Vehicles_C2.1_162,"The launch of the premium electric SUV, Polestar 3, is anticipated to dominate the market while studies indicate that switching to bicycles or trains for one car trip can significantly reduce emissions, and despite economic challenges, European electric car sales are expected to surge after a temporary slowdown.",N,,"LightRocket via Getty ImagesPennsylvania State University researchers discovered a way to slash electric vehicle charging times by more than half, as the EV industry and its advocates desperately try to address concerns about the convenience of the vehicles slowing their wider adoption.",Electric_vehicles_8175,
C_2.1,Claims_Electric_Vehicles_C2.1_28,Evidence_Electric_Vehicles_C2.1_163,"Despite the intent of California's incentive programs to assist lower-income drivers in purchasing zero-emission vehicles, the prices of these electric vehicles at participating dealerships were found to be marked up significantly, potentially absorbing the entirety of the grants and exacerbating economic burdens for these individuals.",N,,California has spent more than $400m on various incentive programs to help lower-income drivers purchase zero-emission vehicles.,Electric_vehicles_8176,California has spent more than $400m on various incentive programs to help lower-income drivers purchase zero-emission vehicles.
C_2.1,Claims_Electric_Vehicles_C2.1_28,Evidence_Electric_Vehicles_C2.1_164,"Despite the intent of California's incentive programs to assist lower-income drivers in purchasing zero-emission vehicles, the prices of these electric vehicles at participating dealerships were found to be marked up significantly, potentially absorbing the entirety of the grants and exacerbating economic burdens for these individuals.",N,,"But when he began shopping, Nelms found that the prices of EVs at dealerships that participated in the grant program were marked up by as much as $12,000.I started telling the dealers, I don't think it's fair that you guys are part of this program and you are now charging a markup,' he said, because I put in time and work into this grant program and you're absorbing the whole grant.",Electric_vehicles_8176,
C_2.1,Claims_Electric_Vehicles_C2.1_28,Evidence_Electric_Vehicles_C2.1_165,"Despite the intent of California's incentive programs to assist lower-income drivers in purchasing zero-emission vehicles, the prices of these electric vehicles at participating dealerships were found to be marked up significantly, potentially absorbing the entirety of the grants and exacerbating economic burdens for these individuals.",N,,"The organization was involved with the EV Equity program, an initiative to help low-income residents in the San Joaquin Valley buy electric vehicles.",Electric_vehicles_8176,
C_2.1,Claims_Electric_Vehicles_C2.1_28,Evidence_Electric_Vehicles_C2.1_166,"Despite the intent of California's incentive programs to assist lower-income drivers in purchasing zero-emission vehicles, the prices of these electric vehicles at participating dealerships were found to be marked up significantly, potentially absorbing the entirety of the grants and exacerbating economic burdens for these individuals.",N,,"As California undergoes an ambitious transition to electric vehicles  in August, the state announced it would ban the sale of new gas-powered vehicles by 2035  low-income Californians are at risk of being left out of the electric vehicle transition, despite having the most to gain from it.",Electric_vehicles_8176,
C_2.1,Claims_Electric_Vehicles_C2.1_28,Evidence_Electric_Vehicles_C2.1_167,"Despite the intent of California's incentive programs to assist lower-income drivers in purchasing zero-emission vehicles, the prices of these electric vehicles at participating dealerships were found to be marked up significantly, potentially absorbing the entirety of the grants and exacerbating economic burdens for these individuals.",N,,"The California air resources board (Carb) runs the state's electric vehicle incentive programs, and agency representatives said they were working to reform the incentive programs and to address the issues that caused some of them to close prematurely.",Electric_vehicles_8176,
C_2.1,Claims_Electric_Vehicles_C2.1_28,Evidence_Electric_Vehicles_C2.1_168,"Despite the intent of California's incentive programs to assist lower-income drivers in purchasing zero-emission vehicles, the prices of these electric vehicles at participating dealerships were found to be marked up significantly, potentially absorbing the entirety of the grants and exacerbating economic burdens for these individuals.",N,,The EV Equity program helped Deniz find an electric vehicle that fit her needs and guided her through the process of applying for two income-based grants from California's Driving Clean Assistance Program (DCAP) and the Clean Vehicle Rebate Project (CVRP).,Electric_vehicles_8176,
C_2.1,Claims_Electric_Vehicles_C2.1_29,Evidence_Electric_Vehicles_C2.1_169,A meme circulating in 2021 falsely claimed that a photo taken in France showed hundreds of electric cars abandoned due to the high cost of battery replacement.,N,,The meme claimed to display a photograph that had been taken in France showing hundreds of electric cars that were abandoned due to the high cost of EV battery replacement.,Electric_vehicles_8177,The meme claimed to display a photograph that had been taken in France showing hundreds of electric cars that were abandoned due to the high cost of EV battery replacement.
C_2.1,Claims_Electric_Vehicles_C2.1_29,Evidence_Electric_Vehicles_C2.1_170,A meme circulating in 2021 falsely claimed that a photo taken in France showed hundreds of electric cars abandoned due to the high cost of battery replacement.,N,,"We previously reported on other photos that had a similar caption about abandoned electric cars, EV battery replacement costs, and France.",Electric_vehicles_8177,
C_2.1,Claims_Electric_Vehicles_C2.1_29,Evidence_Electric_Vehicles_C2.1_171,A meme circulating in 2021 falsely claimed that a photo taken in France showed hundreds of electric cars abandoned due to the high cost of battery replacement.,N,,"However, once again, the electric cars in those pictures were not abandoned because of expensive EV batteries.",Electric_vehicles_8177,
C_2.1,Claims_Electric_Vehicles_C2.1_29,Evidence_Electric_Vehicles_C2.1_172,A meme circulating in 2021 falsely claimed that a photo taken in France showed hundreds of electric cars abandoned due to the high cost of battery replacement.,N,,"The misleading caption read, ""France: They bought electric cars for civil servants but it was too expensive to replace the batteries.",Electric_vehicles_8177,
C_2.1,Claims_Electric_Vehicles_C2.1_29,Evidence_Electric_Vehicles_C2.1_173,A meme circulating in 2021 falsely claimed that a photo taken in France showed hundreds of electric cars abandoned due to the high cost of battery replacement.,N,,"No, These Photos Don't Show a Massive Electric-Car Graveyard in France.",Electric_vehicles_8177,
C_2.1,Claims_Electric_Vehicles_C2.1_29,Evidence_Electric_Vehicles_C2.1_174,A meme circulating in 2021 falsely claimed that a photo taken in France showed hundreds of electric cars abandoned due to the high cost of battery replacement.,N,,There's no data to show that EV battery replacement costs had anything to do with the reason the cars were abandoned.,Electric_vehicles_8177,
C_2.1,Claims_Electric_Vehicles_C2.1_30,Evidence_Electric_Vehicles_C2.1_175,"Tata Motors, a home-grown automaker, has reached a significant production milestone of 50,000 units of electric vehicles, with customers expressing excitement over the shift of EVs from being a choice of early adopters to becoming a mainstream option.",T,," As home-grown automaker Tata Motors looks to accelerate the adoption of electric vehicles in the country, it has achieved a major production milestone of 50,000 units of electric vehicles.",Electric_vehicles_8178," As home-grown automaker Tata Motors looks to accelerate the adoption of electric vehicles in the country, it has achieved a major production milestone of 50,000 units of electric vehicles."
C_2.1,Claims_Electric_Vehicles_C2.1_30,Evidence_Electric_Vehicles_C2.1_176,"Tata Motors, a home-grown automaker, has reached a significant production milestone of 50,000 units of electric vehicles, with customers expressing excitement over the shift of EVs from being a choice of early adopters to becoming a mainstream option.",T,,"As home-grown automaker Tata Motors looks to accelerate the adoption of electric vehicles in the country, it has achieved a major production milestone of 50,000 units of electric vehicles.",Electric_vehicles_8178,
C_2.1,Claims_Electric_Vehicles_C2.1_30,Evidence_Electric_Vehicles_C2.1_177,"Tata Motors, a home-grown automaker, has reached a significant production milestone of 50,000 units of electric vehicles, with customers expressing excitement over the shift of EVs from being a choice of early adopters to becoming a mainstream option.",T,,"Also, to make EVs easily accessible to customers, Tata Motors has entered 80 new cities, expanding its network to more than 165 cities.",Electric_vehicles_8178,
C_2.1,Claims_Electric_Vehicles_C2.1_30,Evidence_Electric_Vehicles_C2.1_178,"Tata Motors, a home-grown automaker, has reached a significant production milestone of 50,000 units of electric vehicles, with customers expressing excitement over the shift of EVs from being a choice of early adopters to becoming a mainstream option.",T,,"Customers are thrilled to witness the transition from early adopters to now EVs becoming a mainstream choice,"" said Shailesh Chandra, Managing Director, Tata Motors Passenger Vehicles Ltd. and Tata Passenger Electric Mobility Ltd.Also Read : Tata cars to cost more from November 7.",Electric_vehicles_8178,
C_2.1,Claims_Electric_Vehicles_C2.1_30,Evidence_Electric_Vehicles_C2.1_179,"Tata Motors, a home-grown automaker, has reached a significant production milestone of 50,000 units of electric vehicles, with customers expressing excitement over the shift of EVs from being a choice of early adopters to becoming a mainstream option.",T,,"Here's by how muchIn order to address the EV needs of its customers, Tata Motors has introduced features such as Multi Mode Regen and Multi Drive Mode.",Electric_vehicles_8178,
C_2.1,Claims_Electric_Vehicles_C2.1_30,Evidence_Electric_Vehicles_C2.1_180,"Tata Motors, a home-grown automaker, has reached a significant production milestone of 50,000 units of electric vehicles, with customers expressing excitement over the shift of EVs from being a choice of early adopters to becoming a mainstream option.",T,,"In a separate development, Tata Motors has also increased the price of its passenger vehicles by 0.9 per cent.",Electric_vehicles_8178,
C_2.1,Claims_Electric_Vehicles_C2.1_31,Evidence_Electric_Vehicles_C2.1_181,"The Leaf motor, rated at 147 horsepower and 236 pound-feet of torque, offers twice the power and three times the torque of the traditional gasoline engine in the Sunny, while Stellantis' division, Mopar, demonstrated the potential for EV conversion kits in vintage Jeeps through the battery-powered, open-body Jeep CJ Surge concept.",N,,"Rated at 147 horsepower and 236 pound-feet of torque, the Leaf motor has around twice the power and more than three times the torque of the gasoline four-cylinder engine originally equipped in the Sunny.1/8Mopar, Stellantis' auto parts division, brought a bunch of concepts, including the Jeep CJ Surge, an open-body, battery-powered vehicle that is meant to showcase the possibility of EV conversion kits for vintage Jeeps.",Electric_vehicles_8179,"Rated at 147 horsepower and 236 pound-feet of torque, the Leaf motor has around twice the power and more than three times the torque of the gasoline four-cylinder engine originally equipped in the Sunny.1/8Mopar, Stellantis' auto parts division, brought a bunch of concepts, including the Jeep CJ Surge, an open-body, battery-powered vehicle that is meant to showcase the possibility of EV conversion kits for vintage Jeeps."
C_2.1,Claims_Electric_Vehicles_C2.1_31,Evidence_Electric_Vehicles_C2.1_182,"The Leaf motor, rated at 147 horsepower and 236 pound-feet of torque, offers twice the power and three times the torque of the traditional gasoline engine in the Sunny, while Stellantis' division, Mopar, demonstrated the potential for EV conversion kits in vintage Jeeps through the battery-powered, open-body Jeep CJ Surge concept.",N,,The Jeep CJ Surge is powered by a custom propulsion system.,Electric_vehicles_8179,
C_2.1,Claims_Electric_Vehicles_C2.1_31,Evidence_Electric_Vehicles_C2.1_183,"The Leaf motor, rated at 147 horsepower and 236 pound-feet of torque, offers twice the power and three times the torque of the traditional gasoline engine in the Sunny, while Stellantis' division, Mopar, demonstrated the potential for EV conversion kits in vintage Jeeps through the battery-powered, open-body Jeep CJ Surge concept.",N,,"The 1987-era truck has been converted to run on a Leaf battery, also by Tommy Pike Customs.",Electric_vehicles_8179,
C_2.1,Claims_Electric_Vehicles_C2.1_31,Evidence_Electric_Vehicles_C2.1_184,"The Leaf motor, rated at 147 horsepower and 236 pound-feet of torque, offers twice the power and three times the torque of the traditional gasoline engine in the Sunny, while Stellantis' division, Mopar, demonstrated the potential for EV conversion kits in vintage Jeeps through the battery-powered, open-body Jeep CJ Surge concept.",N,,Several major automakers showed up with a bunch of unique EV concepts in tow.,Electric_vehicles_8179,
C_2.1,Claims_Electric_Vehicles_C2.1_31,Evidence_Electric_Vehicles_C2.1_185,"The Leaf motor, rated at 147 horsepower and 236 pound-feet of torque, offers twice the power and three times the torque of the traditional gasoline engine in the Sunny, while Stellantis' division, Mopar, demonstrated the potential for EV conversion kits in vintage Jeeps through the battery-powered, open-body Jeep CJ Surge concept.",N,,"Under the hood, you'll find a scalable 400-volt, 200kW motor mounted to the frame.",Electric_vehicles_8179,
C_2.1,Claims_Electric_Vehicles_C2.1_31,Evidence_Electric_Vehicles_C2.1_186,"The Leaf motor, rated at 147 horsepower and 236 pound-feet of torque, offers twice the power and three times the torque of the traditional gasoline engine in the Sunny, while Stellantis' division, Mopar, demonstrated the potential for EV conversion kits in vintage Jeeps through the battery-powered, open-body Jeep CJ Surge concept.",N,,"Equipped with an air compressor, leveling kit, off-road recovery boards, and Recaro seats along with a fully mobile toolbox and welding equipment, Ford says that this electric pickup is equally at home on the road and at a Baja race as a support vehicle.",Electric_vehicles_8179,
C_2.1,Claims_Electric_Vehicles_C2.1_32,Evidence_Electric_Vehicles_C2.1_187,"The BDEW energy and water business association criticizes new proposals, stating they will lead to more planning and state control, which they refer to as expensive window-dressing, while a sign for an electric car battery charger is seen painted on the ground of a parking area near a soccer stadium in Wolfsburg, Germany.",N,,"The BDEW energy and water business association said the proposals would lead to more planning and state control, calling it expensive window-dressing.($1 = 1.0225 euros)Our Standards: The Thomson Reuters Trust Principles. 1/2 A battery charger sign for electric cars is painted on the ground of a parking ground near the soccer stadium in Wolfsburg, Germany, April 6, 2016.    ",Electric_vehicles_8180,"The BDEW energy and water business association said the proposals would lead to more planning and state control, calling it expensive window-dressing.($1 = 1.0225 euros)Our Standards: The Thomson Reuters Trust Principles. 1/2 A battery charger sign for electric cars is painted on the ground of a parking ground near the soccer stadium in Wolfsburg, Germany, April 6, 2016.    "
C_2.1,Claims_Electric_Vehicles_C2.1_32,Evidence_Electric_Vehicles_C2.1_188,"The BDEW energy and water business association criticizes new proposals, stating they will lead to more planning and state control, which they refer to as expensive window-dressing, while a sign for an electric car battery charger is seen painted on the ground of a parking area near a soccer stadium in Wolfsburg, Germany.",N,,"The BDEW energy and water business association said the proposals would lead to more planning and state control, calling it expensive window-dressing.($1 = 1.0225 euros)Our Standards: The Thomson Reuters Trust Principles.",Electric_vehicles_8180,
C_2.1,Claims_Electric_Vehicles_C2.1_32,Evidence_Electric_Vehicles_C2.1_189,"The BDEW energy and water business association criticizes new proposals, stating they will lead to more planning and state control, which they refer to as expensive window-dressing, while a sign for an electric car battery charger is seen painted on the ground of a parking area near a soccer stadium in Wolfsburg, Germany.",N,,"  1/2 A battery charger sign for electric cars is painted on the ground of a parking ground near the soccer stadium in Wolfsburg, Germany, April 6, 2016.    ",Electric_vehicles_8180,
C_2.1,Claims_Electric_Vehicles_C2.1_32,Evidence_Electric_Vehicles_C2.1_190,"The BDEW energy and water business association criticizes new proposals, stating they will lead to more planning and state control, which they refer to as expensive window-dressing, while a sign for an electric car battery charger is seen painted on the ground of a parking area near a soccer stadium in Wolfsburg, Germany.",N,,"All rights reserved 1/2 A battery charger sign for electric cars is painted on the ground of a parking ground near the soccer stadium in Wolfsburg, Germany, April 6, 2016.    ",Electric_vehicles_8180,
C_2.1,Claims_Electric_Vehicles_C2.1_32,Evidence_Electric_Vehicles_C2.1_191,"The BDEW energy and water business association criticizes new proposals, stating they will lead to more planning and state control, which they refer to as expensive window-dressing, while a sign for an electric car battery charger is seen painted on the ground of a parking area near a soccer stadium in Wolfsburg, Germany.",N,,,Electric_vehicles_8180,
